ocreval Word Accuracy Report Version 7.0
----------------------------------------
     317   Words
     152   Misrecognized
   52.05%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       5        4    20.00        1
       6        4    33.33        2
      11        8    27.27    Total

Non-stopwords
   Count   Missed   %Right   Length
       7        5    28.57        1
      60       19    68.33        2
      98       59    39.80        3
      54       25    53.70        4
      22        6    72.73        5
      23       13    43.48        6
      13        8    38.46        7
      13        4    69.23        8
       2        0   100.00        9
       7        2    71.43       10
       3        1    66.67       11
       3        1    66.67       12
       1        1     0.00       14
     306      144    52.94    Total

Distinct Non-stopwords
   Count   Missed   %Right   Occurs
     105       44    58.10        1
      30       10    66.67        2
      12        5    58.33        3
       2        0   100.00        4
       2        0   100.00        5
       2        0   100.00        6
       2        1    50.00        8
       1        0   100.00       10
       4        3    25.00      >10
     160       63    60.62    Total

Phrases
   Count   Missed   %Right   Length
     317      152    52.05        1
     316      208    34.18        2
     315      242    23.17        3
     314      266    15.29        4
     313      282     9.90        5
     312      289     7.37        6
     311      294     5.47        7
     310      298     3.87        8

Stopwords
   Count   Missed   %Right   
       4        3    25.00   a
       1        1     0.00   be
       1        1     0.00   i
       2        2     0.00   in
       1        1     0.00   on
       2        0   100.00   or

Non-stopwords
   Count   Missed   %Right   
       1        1     0.00   35
       1        0   100.00   accompagnent
       1        1     0.00   ai
       2        2     0.00   ance
       1        1     0.00   ances
       1        0   100.00   apprendre
       1        1     0.00   au
       1        0   100.00   aucune
       1        0   100.00   aucuns
       2        0   100.00   auec
       1        0   100.00   auoir
       1        0   100.00   auouënt
       1        1     0.00   autant
       1        0   100.00   autre
       1        0   100.00   autres
       2        0   100.00   bien
       1        1     0.00   c'e
       2        0   100.00   car
       2        0   100.00   ce
       1        0   100.00   certain
       2        0   100.00   ces
       1        0   100.00   cette
       1        0   100.00   changements
       2        0   100.00   chien
       1        0   100.00   chiens
       1        1     0.00   chine
       2        2     0.00   choſe
       1        1     0.00   co
       3        3     0.00   connoi
       1        1     0.00   connoiſ
       1        0   100.00   corps
       3        1    66.67   dans
      14        3    78.57   de
       1        0   100.00   demande
       5        1    80.00   des
       1        0   100.00   determinant
       1        1     0.00   di
       3        0   100.00   dire
       1        1     0.00   diſent
       1        0   100.00   doit
       1        0   100.00   donc
       6        5    16.67   e
       1        1     0.00   ein
       1        1     0.00   eins
       3        0   100.00   en
       2        2     0.00   ent
       1        1     0.00   er
       1        1     0.00   es
       1        0   100.00   et
       1        0   100.00   eux
       1        0   100.00   faculté
       1        0   100.00   faire
       1        0   100.00   feroit
       1        0   100.00   font
       2        2     0.00   gne
       8        8     0.00   gnes
       1        1     0.00   gnoi
       2        0   100.00   ie
       1        1     0.00   iens
       1        1     0.00   ij
       2        0   100.00   il
       2        0   100.00   ils
       1        0   100.00   imi
       1        1     0.00   inguer
       1        1     0.00   ion
       3        3     0.00   ions
       2        2     0.00   itution
       1        0   100.00   l'esprit
       1        1     0.00   l'homme
       4        1    75.00   la
       2        0   100.00   le
      10        3    70.00   les
       2        0   100.00   leur
       1        0   100.00   leurs
       1        1     0.00   liaiſon
       1        0   100.00   ma
       1        0   100.00   machine
       1        0   100.00   mais
       1        1     0.00   manife
       1        1     0.00   meſme
       3        3     0.00   meſmes
       1        0   100.00   moraux
       2        0   100.00   mouuements
       1        1     0.00   n'en
       1        0   100.00   n'ont
       1        0   100.00   n'y
       2        0   100.00   naturels
       6        1    83.33   ne
       1        1     0.00   nece
       3        0   100.00   nous
       2        0   100.00   ny
       1        0   100.00   objets
       1        1     0.00   occa
       1        0   100.00   ont
       1        0   100.00   où
       2        2     0.00   pa
       1        0   100.00   par
       1        0   100.00   parfaitement
       1        0   100.00   parlant
       3        0   100.00   pas
       1        0   100.00   pen
       1        1     0.00   penſe
       1        1     0.00   penſent
       1        1     0.00   plus
       2        1    50.00   point
       1        0   100.00   principe
       2        2     0.00   pui
       2        0   100.00   puis
       2        0   100.00   purement
       1        0   100.00   qu'elle
       1        1     0.00   qu'en
       1        0   100.00   qu'il
       3        1    66.67   qu'ils
       1        0   100.00   qu'on
       8        0   100.00   que
       1        0   100.00   quel
       1        0   100.00   quelques
       1        0   100.00   quels
       4        1    75.00   qui
       5        4    20.00   re
       1        1     0.00   reconnoi
       1        0   100.00   remarquent
       1        0   100.00   remarquer
       1        0   100.00   remarquons
       1        0   100.00   s'il
       2        0   100.00   s'ils
       1        0   100.00   te
       1        0   100.00   temps
       1        0   100.00   tort
       2        0   100.00   tous
       1        0   100.00   tout
       1        0   100.00   veritables
       1        0   100.00   veux
       2        0   100.00   vn
       1        0   100.00   vne
       1        0   100.00   voix
       1        0   100.00   voyons
       1        0   100.00   vray
       1        0   100.00   y
       3        0   100.00   à
       1        1     0.00   ſa
       1        1     0.00   ſance
       3        3     0.00   ſe
       1        1     0.00   ſemblablement
       2        2     0.00   ſes
       1        1     0.00   ſeulement
       1        1     0.00   ſoient
       1        1     0.00   ſon
       2        2     0.00   ſont
       1        1     0.00   ſou
       1        1     0.00   ſuppoſons
       1        1     0.00   ſçauroient
       1        1     0.00   ſçauroit
       1        1     0.00   ſées
      12       12     0.00   
      11       11     0.00   
      12       12     0.00   
       2        2     0.00   
       3        3     0.00   
       1        1     0.00   
