ocreval Word Accuracy Report Version 7.0
----------------------------------------
     350   Words
     131   Misrecognized
   62.57%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       4        2    50.00        1
      58       15    74.14        2
      57       12    78.95        3
      23        3    86.96        4
       6        0   100.00        5
     148       32    78.38    Total

Non-stopwords
   Count   Missed   %Right   Length
      13        6    53.85        1
      22       13    40.91        2
      47       36    23.40        3
      39        7    82.05        4
      33       13    60.61        5
      18       12    33.33        6
      10        3    70.00        7
       5        1    80.00        8
       8        4    50.00        9
       4        3    25.00       10
       2        1    50.00       11
       1        0   100.00       12
     202       99    50.99    Total

Distinct Non-stopwords
   Count   Missed   %Right   Occurs
     116       58    50.00        1
      12        4    66.67        2
       5        3    40.00        3
       5        2    60.00        4
       2        0   100.00        5
       1        1     0.00        8
       1        0   100.00        9
     142       68    52.11    Total

Phrases
   Count   Missed   %Right   Length
     350      131    62.57        1
     349      188    46.13        2
     348      229    34.20        3
     347      257    25.94        4
     346      276    20.23        5
     345      294    14.78        6
     344      305    11.34        7
     343      312     9.04        8

Stopwords
   Count   Missed   %Right   
       2        2     0.00   a
       1        0   100.00   an
       9        2    77.78   and
       4        1    75.00   are
       6        1    83.33   as
       5        1    80.00   be
       1        0   100.00   been
       1        1     0.00   but
       5        0   100.00   by
       2        0   100.00   do
       4        2    50.00   for
       3        0   100.00   from
       1        0   100.00   good
       2        0   100.00   have
       2        0   100.00   he
       4        0   100.00   his
       2        0   100.00   i
       5        1    80.00   in
       8        5    37.50   is
       4        2    50.00   it
       2        0   100.00   man
       1        0   100.00   may
       3        1    66.67   my
       4        0   100.00   not
       2        1    50.00   now
      11        3    72.73   of
       1        0   100.00   one
       1        0   100.00   or
       7        1    85.71   that
      23        5    78.26   the
       2        0   100.00   their
       1        0   100.00   them
       2        0   100.00   there
       2        1    50.00   they
       4        1    75.00   this
       2        0   100.00   to
       1        0   100.00   up
       1        0   100.00   us
       1        1     0.00   we
       1        0   100.00   what
       2        0   100.00   which
       1        0   100.00   who
       1        0   100.00   with
       1        0   100.00   you

Non-stopwords
   Count   Missed   %Right   
       1        0   100.00   1
       1        1     0.00   1.5
       1        0   100.00   10
       1        0   100.00   105
       1        0   100.00   119.11
       3        3     0.00   13
       1        1     0.00   16
       1        0   100.00   17
       1        1     0.00   19
       4        2    50.00   2
       1        1     0.00   20
       1        0   100.00   23
       1        0   100.00   24
       1        0   100.00   25
       1        0   100.00   26
       1        1     0.00   28.29
       1        0   100.00   5
       1        0   100.00   8.38
       3        1    66.67   again
       1        1     0.00   anger
       1        0   100.00   away
       1        1     0.00   blo
       2        0   100.00   c
       1        1     0.00   ca
       1        1     0.00   cauſe
       1        1     0.00   chaﬀ
       1        1     0.00   col
       1        0   100.00   comman
       1        0   100.00   commandments
       1        1     0.00   conſumeth
       1        1     0.00   corre
       1        0   100.00   david
       1        1     0.00   de
       1        0   100.00   dement
       1        1     0.00   devoureth
       1        1     0.00   deſpiſe
       1        1     0.00   deſpiſed
       1        1     0.00   deſpiſeth
       1        1     0.00   diſpiſe
       1        1     0.00   donot
       1        1     0.00   du
       2        2     0.00   e
       1        0   100.00   ed
       1        0   100.00   every
       1        1     0.00   faih
       5        0   100.00   faith
       1        0   100.00   fall
       1        0   100.00   falling
       1        1     0.00   fe
       1        0   100.00   feareth
       1        0   100.00   feet
       1        0   100.00   fore
       1        1     0.00   furniſhed
       1        0   100.00   go
       4        1    75.00   god
       1        0   100.00   gods
       1        0   100.00   grace
       1        0   100.00   h
       1        0   100.00   hath
       1        0   100.00   heart
       1        0   100.00   heavens
       1        0   100.00   hid
       1        1     0.00   ho
       1        0   100.00   holy
       1        1     0.00   ing
       1        0   100.00   inheritance
       2        2     0.00   ion
       1        1     0.00   iſa
       1        1     0.00   iſrael
       1        0   100.00   keepes
       1        0   100.00   keeps
       4        0   100.00   kept
       1        0   100.00   kindled
       1        0   100.00   labour
       1        0   100.00   lamp
       1        1     0.00   law
       1        1     0.00   light
       2        0   100.00   lord
       2        0   100.00   mark
       1        1     0.00   mat
       1        0   100.00   means
       1        0   100.00   men
       1        0   100.00   might
       1        0   100.00   mix
       1        1     0.00   n
       1        1     0.00   ne
       1        1     0.00   ome
       1        1     0.00   pathes
       1        1     0.00   paul
       1        0   100.00   people
       1        0   100.00   per
       1        1     0.00   perfe
       2        1    50.00   pet
       1        0   100.00   peter
       5        0   100.00   power
       2        0   100.00   powerful
       1        1     0.00   prov
       1        1     0.00   pſal
       1        0   100.00   reproof
       1        0   100.00   rewarded
       1        1     0.00   reſerved
       1        1     0.00   rig
       1        0   100.00   root
       1        1     0.00   rotten
       1        1     0.00   royed
       1        1     0.00   ru
       1        1     0.00   s
       1        0   100.00   scripture
       1        0   100.00   tendancy
       1        1     0.00   teouſne
       1        0   100.00   thee
       1        0   100.00   ther
       3        0   100.00   therefore
       1        0   100.00   thoroughly
       1        1     0.00   thoſe
       2        1    50.00   through
       1        0   100.00   thus
       2        0   100.00   thy
       1        1     0.00   tim
       1        0   100.00   turn
       1        1     0.00   ubble
       1        0   100.00   un
       2        1    50.00   unto
       1        1     0.00   ver
       1        1     0.00   viz
       1        0   100.00   without
       1        1     0.00   wor
       9        1    88.89   word
       1        0   100.00   work
       2        2     0.00   ſaith
       1        1     0.00   ſee
       4        4     0.00   ſhall
       1        1     0.00   ſhewed
       3        3     0.00   ſo
       2        2     0.00   ſome
       8        8     0.00   
       1        1     0.00   
       3        3     0.00   
       4        4     0.00   
       1        1     0.00   
       1        1     0.00   ﬁre
       1        1     0.00   ﬂame
