groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,Method and file,Method,File,Decorations
..\..\groundtruth\00539349.txt,..\..\Submissions\mixed\00539349.txt,1560,1615,0.908974359,mixed\00539349.txt,mixed,00539349.txt,#N/A
..\..\groundtruth\00539350.txt,..\..\Submissions\mixed\00539350.txt,1508,1556,0.9237400531,mixed\00539350.txt,mixed,00539350.txt,#N/A
..\..\groundtruth\00539351.txt,..\..\Submissions\mixed\00539351.txt,1567,1616,0.9329929802,mixed\00539351.txt,mixed,00539351.txt,#N/A
..\..\groundtruth\00539352.txt,..\..\Submissions\mixed\00539352.txt,1558,1615,0.9428754814,mixed\00539352.txt,mixed,00539352.txt,#N/A
..\..\groundtruth\00539353.txt,..\..\Submissions\mixed\00539353.txt,1573,1641,0.9148124603,mixed\00539353.txt,mixed,00539353.txt,#N/A
..\..\groundtruth\00539354.txt,..\..\Submissions\mixed\00539354.txt,1614,1677,0.91511772,mixed\00539354.txt,mixed,00539354.txt,#N/A
..\..\groundtruth\00539355.txt,..\..\Submissions\mixed\00539355.txt,1579,1651,0.9170360988,mixed\00539355.txt,mixed,00539355.txt,#N/A
..\..\groundtruth\00539356.txt,..\..\Submissions\mixed\00539356.txt,1609,1660,0.9459291485,mixed\00539356.txt,mixed,00539356.txt,#N/A
..\..\groundtruth\00539357.txt,..\..\Submissions\mixed\00539357.txt,1541,1612,0.9078520441,mixed\00539357.txt,mixed,00539357.txt,#N/A
..\..\groundtruth\00539358.txt,..\..\Submissions\mixed\00539358.txt,1530,1588,0.9339869281,mixed\00539358.txt,mixed,00539358.txt,#N/A
..\..\groundtruth\00539359.txt,..\..\Submissions\mixed\00539359.txt,1628,1679,0.9385749386,mixed\00539359.txt,mixed,00539359.txt,#N/A
..\..\groundtruth\00539360.txt,..\..\Submissions\mixed\00539360.txt,1591,1629,0.9528598366,mixed\00539360.txt,mixed,00539360.txt,#N/A
..\..\groundtruth\00539361.txt,..\..\Submissions\mixed\00539361.txt,1512,1556,0.9285714286,mixed\00539361.txt,mixed,00539361.txt,#N/A
..\..\groundtruth\00539362.txt,..\..\Submissions\mixed\00539362.txt,1561,1601,0.9295323511,mixed\00539362.txt,mixed,00539362.txt,#N/A
..\..\groundtruth\00539363.txt,..\..\Submissions\mixed\00539363.txt,1542,1587,0.9429312581,mixed\00539363.txt,mixed,00539363.txt,#N/A
..\..\groundtruth\00539364.txt,..\..\Submissions\mixed\00539364.txt,1548,1594,0.9470284238,mixed\00539364.txt,mixed,00539364.txt,#N/A
..\..\groundtruth\00539365.txt,..\..\Submissions\mixed\00539365.txt,1509,1559,0.9277667329,mixed\00539365.txt,mixed,00539365.txt,#N/A
..\..\groundtruth\00539366.txt,..\..\Submissions\mixed\00539366.txt,1575,1619,0.9422222222,mixed\00539366.txt,mixed,00539366.txt,#N/A
..\..\groundtruth\00539367.txt,..\..\Submissions\mixed\00539367.txt,1548,1593,0.9373385013,mixed\00539367.txt,mixed,00539367.txt,#N/A
..\..\groundtruth\00539368.txt,..\..\Submissions\mixed\00539368.txt,1342,1390,0.9284649776,mixed\00539368.txt,mixed,00539368.txt,#N/A
..\..\groundtruth\00539369.txt,..\..\Submissions\mixed\00539369.txt,1596,1643,0.9461152882,mixed\00539369.txt,mixed,00539369.txt,#N/A
..\..\groundtruth\00539370.txt,..\..\Submissions\mixed\00539370.txt,1427,1470,0.9348283111,mixed\00539370.txt,mixed,00539370.txt,#N/A
..\..\groundtruth\00539371.txt,..\..\Submissions\mixed\00539371.txt,1530,1573,0.9326797386,mixed\00539371.txt,mixed,00539371.txt,#N/A
..\..\groundtruth\00539372.txt,..\..\Submissions\mixed\00539372.txt,1601,1653,0.9419113054,mixed\00539372.txt,mixed,00539372.txt,#N/A
..\..\groundtruth\00539373.txt,..\..\Submissions\mixed\00539373.txt,1550,1593,0.9593548387,mixed\00539373.txt,mixed,00539373.txt,#N/A
