groundTruth,result,wordIndexMissErrorRate,wordIndexFalseDetectionErrorRate,wordIndexSuccessRate,numberOfUniqueWordsInGroundTruth,numberOfUniqueWordsInResult,wordCountMissErrorRate,wordCountFalseDetectionErrorRate,wordCountSuccessRate,wordCountPrecision,wordCountRecall,wordCountFMeasure,numberOfWordsInGroundTruth,numberOfWordsInResult,Method and file,Method,File,Decorations
..\..\groundtruth\00539282.txt,..\..\Submissions\gt4hist\00539282.txt,0.4679487179,0.5310734463,0.4984984985,156,177,0.5071657509,0.4636363636,0.5136784164,0.5363636364,0.5412844037,0.5388127854,218,220,gt4hist\00539282.txt,gt4hist,00539282.txt,0
..\..\groundtruth\00539283.txt,..\..\Submissions\gt4hist\00539283.txt,0.4522292994,0.4819277108,0.5325077399,157,166,0.4795521181,0.4202898551,0.5484828719,0.5797101449,0.5607476636,0.5700712589,214,207,gt4hist\00539283.txt,gt4hist,00539283.txt,0
..\..\groundtruth\00539284.txt,..\..\Submissions\gt4hist\00539284.txt,0.4939759036,0.5359116022,0.4841498559,166,181,0.5172690763,0.4570135747,0.5110888276,0.5429864253,0.5309734513,0.5369127517,226,221,gt4hist\00539284.txt,gt4hist,00539284.txt,0
..\..\groundtruth\00539285.txt,..\..\Submissions\gt4hist\00539285.txt,0.4064516129,0.4651162791,0.5626911315,155,172,0.4337173579,0.4027149321,0.5813708363,0.5972850679,0.5972850679,0.5972850679,221,221,gt4hist\00539285.txt,gt4hist,00539285.txt,0
..\..\groundtruth\00539286.txt,..\..\Submissions\gt4hist\00539286.txt,0.35625,0.3976608187,0.6223564955,160,171,0.375,0.3318584071,0.6458511548,0.6681415929,0.6741071429,0.6711111111,224,226,gt4hist\00539286.txt,gt4hist,00539286.txt,0
..\..\groundtruth\00539287.txt,..\..\Submissions\gt4hist\00539287.txt,0.4154929577,0.48125,0.5496688742,142,160,0.4460093897,0.4057971014,0.5733925926,0.5942028986,0.5942028986,0.5942028986,207,207,gt4hist\00539287.txt,gt4hist,00539287.txt,0
..\..\groundtruth\00539288.txt,..\..\Submissions\gt4hist\00539288.txt,0.4466666667,0.502994012,0.523659306,150,167,0.4796296296,0.3822222222,0.5649058105,0.6177777778,0.6150442478,0.6164079823,226,225,gt4hist\00539288.txt,gt4hist,00539288.txt,0
..\..\groundtruth\00539289.txt,..\..\Submissions\gt4hist\00539289.txt,0.3885350318,0.4418604651,0.5835866261,157,172,0.4077494692,0.3669724771,0.6119605021,0.6330275229,0.6448598131,0.6388888889,214,218,gt4hist\00539289.txt,gt4hist,00539289.txt,0
..\..\groundtruth\00539290.txt,..\..\Submissions\gt4hist\00539290.txt,0.339869281,0.3952095808,0.63125,153,167,0.3731714908,0.3035714286,0.6597981444,0.6964285714,0.6812227074,0.6887417219,229,224,gt4hist\00539290.txt,gt4hist,00539290.txt,0
..\..\groundtruth\00539291.txt,..\..\Submissions\gt4hist\00539291.txt,0.358974359,0.4152046784,0.6116207951,156,171,0.3775641026,0.3291139241,0.6457534711,0.6708860759,0.6765957447,0.6737288136,235,237,gt4hist\00539291.txt,gt4hist,00539291.txt,0
..\..\groundtruth\00539292.txt,..\..\Submissions\gt4hist\00539292.txt,0.4013605442,0.4358974359,0.5808580858,147,156,0.4257369615,0.3438914027,0.6124635935,0.6561085973,0.6531531532,0.6546275395,222,221,gt4hist\00539292.txt,gt4hist,00539292.txt,0
..\..\groundtruth\00539293.txt,..\..\Submissions\gt4hist\00539293.txt,0.3428571429,0.3947368421,0.6301369863,140,152,0.3726190476,0.2895927602,0.6663176926,0.7104072398,0.7136363636,0.7120181406,220,221,gt4hist\00539293.txt,gt4hist,00539293.txt,0
..\..\groundtruth\00539294.txt,..\..\Submissions\gt4hist\00539294.txt,0.2875,0.3448275862,0.6826347305,160,174,0.3114583333,0.2760180995,0.7058171856,0.7239819005,0.7272727273,0.7256235828,220,221,gt4hist\00539294.txt,gt4hist,00539294.txt,0
..\..\groundtruth\00539295.txt,..\..\Submissions\gt4hist\00539295.txt,0.3933333333,0.4382716049,0.5833333333,150,162,0.4205555556,0.3698630137,0.6037284744,0.6301369863,0.6244343891,0.6272727273,221,219,gt4hist\00539295.txt,gt4hist,00539295.txt,0
..\..\groundtruth\00539296.txt,..\..\Submissions\gt4hist\00539296.txt,0.462585034,0.50625,0.5146579805,147,160,0.4829931973,0.4299065421,0.542253933,0.5700934579,0.5754716981,0.5727699531,212,214,gt4hist\00539296.txt,gt4hist,00539296.txt,0
..\..\groundtruth\00539297.txt,..\..\Submissions\gt4hist\00539297.txt,0.5,0.5748031496,0.4595744681,108,127,0.5388888889,0.4969325153,0.481176429,0.5030674847,0.496969697,0.5,165,163,gt4hist\00539297.txt,gt4hist,00539297.txt,0
..\..\groundtruth\00539298.txt,..\..\Submissions\gt4hist\00539298.txt,0.4285714286,0.4893617021,0.5393258427,126,141,0.4543650794,0.4064171123,0.5685998752,0.5935828877,0.606557377,0.6,183,187,gt4hist\00539298.txt,gt4hist,00539298.txt,0
..\..\groundtruth\00539299.txt,..\..\Submissions\gt4hist\00539299.txt,0.4227642276,0.4779411765,0.5482625483,123,136,0.4620596206,0.390625,0.5714338439,0.609375,0.5969387755,0.6030927835,196,192,gt4hist\00539299.txt,gt4hist,00539299.txt,0
..\..\groundtruth\00539300.txt,..\..\Submissions\gt4hist\00539300.txt,0.4108527132,0.4829931973,0.5507246377,129,147,0.4339793282,0.3933649289,0.5856245408,0.6066350711,0.6213592233,0.6139088729,206,211,gt4hist\00539300.txt,gt4hist,00539300.txt,0
..\..\groundtruth\00539301.txt,..\..\Submissions\gt4hist\00539301.txt,0.4482758621,0.4960629921,0.5267489712,116,127,0.4572660099,0.3910614525,0.5739333653,0.6089385475,0.6228571429,0.615819209,175,179,gt4hist\00539301.txt,gt4hist,00539301.txt,0
..\..\groundtruth\00539302.txt,..\..\Submissions\gt4hist\00539302.txt,0.4830508475,0.5642857143,0.4728682171,118,140,0.5268361582,0.4338624339,0.5154920868,0.5661375661,0.5691489362,0.5676392573,188,189,gt4hist\00539302.txt,gt4hist,00539302.txt,0
..\..\groundtruth\00539303.txt,..\..\Submissions\gt4hist\00539303.txt,0.4435483871,0.5035971223,0.5247148289,124,139,0.4598694316,0.4108910891,0.5635575743,0.5891089109,0.6263157895,0.6071428571,190,202,gt4hist\00539303.txt,gt4hist,00539303.txt,0
..\..\groundtruth\00539304.txt,..\..\Submissions\gt4hist\00539304.txt,0.3709677419,0.4090909091,0.609375,124,132,0.3904569892,0.3483146067,0.6299101343,0.6516853933,0.6516853933,0.6516853933,178,178,gt4hist\00539304.txt,gt4hist,00539304.txt,0
..\..\groundtruth\00539305.txt,..\..\Submissions\gt4hist\00539305.txt,0.4545454545,0.5620437956,0.4858299595,110,137,0.4841991342,0.4689265537,0.5233257522,0.5310734463,0.5662650602,0.5481049563,166,177,gt4hist\00539305.txt,gt4hist,00539305.txt,0
..\..\groundtruth\00539306.txt,..\..\Submissions\gt4hist\00539306.txt,0.4583333333,0.5185185185,0.5098039216,120,135,0.4989087302,0.4698795181,0.5151972813,0.5301204819,0.5465838509,0.5382262997,161,166,gt4hist\00539306.txt,gt4hist,00539306.txt,0
..\..\groundtruth\00539307.txt,..\..\Submissions\gt4hist\00539307.txt,0.5197368421,0.5780346821,0.4492307692,152,173,0.5413377193,0.4838709677,0.4857017413,0.5161290323,0.523364486,0.5197215777,214,217,gt4hist\00539307.txt,gt4hist,00539307.txt,0
..\..\groundtruth\00539308.txt,..\..\Submissions\gt4hist\00539308.txt,0.475177305,0.5595238095,0.4789644013,141,168,0.5187858831,0.4837209302,0.4981302728,0.5162790698,0.5186915888,0.5174825175,214,215,gt4hist\00539308.txt,gt4hist,00539308.txt,0
..\..\groundtruth\00539309.txt,..\..\Submissions\gt4hist\00539309.txt,0.4679487179,0.5537634409,0.485380117,156,186,0.496474359,0.4954954955,0.5040145975,0.5045045045,0.5258215962,0.5149425287,213,222,gt4hist\00539309.txt,gt4hist,00539309.txt,0
..\..\groundtruth\00539310.txt,..\..\Submissions\gt4hist\00539310.txt,0.5641025641,0.5641025641,0.4358974359,39,39,0.5641025641,0.4791666667,0.4745951982,0.5208333333,0.5319148936,0.5263157895,47,48,gt4hist\00539310.txt,gt4hist,00539310.txt,0
..\..\groundtruth\00539311.txt,..\..\Submissions\gt4hist\00539311.txt,0.3125,0.3362068966,0.6754385965,112,116,0.3125,0.2857142857,0.7006369427,0.7142857143,0.7299270073,0.7220216606,137,140,gt4hist\00539311.txt,gt4hist,00539311.txt,0
..\..\groundtruth\00539312.txt,..\..\Submissions\gt4hist\00539312.txt,0.2840236686,0.3826530612,0.6630136986,169,196,0.3327401344,0.3102189781,0.6783335657,0.6897810219,0.6585365854,0.6737967914,287,274,gt4hist\00539312.txt,gt4hist,00539312.txt,0
..\..\groundtruth\00539313.txt,..\..\Submissions\gt4hist\00539313.txt,0.2325581395,0.3052631579,0.729281768,172,190,0.2597662673,0.2230483271,0.7581483908,0.7769516729,0.7411347518,0.7586206897,282,269,gt4hist\00539313.txt,gt4hist,00539313.txt,0
..\..\groundtruth\00539314.txt,..\..\Submissions\gt4hist\00539314.txt,0.2311827957,0.2628865979,0.7526315789,186,194,0.2362519201,0.1879432624,0.7871619216,0.8120567376,0.8035087719,0.8077601411,285,282,gt4hist\00539314.txt,gt4hist,00539314.txt,0
..\..\groundtruth\00539315.txt,..\..\Submissions\gt4hist\00539315.txt,0.2063492063,0.2788461538,0.7556675063,189,208,0.2451018118,0.1993243243,0.7771133611,0.8006756757,0.8006756757,0.8006756757,296,296,gt4hist\00539315.txt,gt4hist,00539315.txt,0
..\..\groundtruth\00539316.txt,..\..\Submissions\gt4hist\00539316.txt,0.2298850575,0.3266331658,0.7184986595,174,199,0.2726600985,0.2429577465,0.7418939068,0.7570422535,0.7597173145,0.758377425,283,284,gt4hist\00539316.txt,gt4hist,00539316.txt,0
..\..\groundtruth\00539317.txt,..\..\Submissions\gt4hist\00539317.txt,0.2790697674,0.3260869565,0.6966292135,172,184,0.2976005906,0.2194244604,0.739426918,0.7805755396,0.7805755396,0.7805755396,278,278,gt4hist\00539317.txt,gt4hist,00539317.txt,0
..\..\groundtruth\00539318.txt,..\..\Submissions\gt4hist\00539318.txt,0.1494252874,0.2251308901,0.8109589041,174,191,0.1705528188,0.1739130435,0.8277636587,0.8260869565,0.8475836431,0.8366972477,269,276,gt4hist\00539318.txt,gt4hist,00539318.txt,0
..\..\groundtruth\00539319.txt,..\..\Submissions\gt4hist\00539319.txt,0.2513661202,0.3184079602,0.7135416667,183,201,0.2780640125,0.2249134948,0.7475677143,0.7750865052,0.7777777778,0.7764298094,288,289,gt4hist\00539319.txt,gt4hist,00539319.txt,0
..\..\groundtruth\00539320.txt,..\..\Submissions\gt4hist\00539320.txt,0.2058823529,0.2663043478,0.7627118644,170,184,0.2276737968,0.2336065574,0.7693483856,0.7663934426,0.7890295359,0.7775467775,237,244,gt4hist\00539320.txt,gt4hist,00539320.txt,0
..\..\groundtruth\00539321.txt,..\..\Submissions\gt4hist\00539321.txt,0.1988950276,0.2786069652,0.7591623037,181,201,0.2380294659,0.2150537634,0.7732877611,0.7849462366,0.7448979592,0.7643979058,294,279,gt4hist\00539321.txt,gt4hist,00539321.txt,0
..\..\groundtruth\00539322.txt,..\..\Submissions\gt4hist\00539322.txt,0.2445652174,0.3534883721,0.6967418546,184,215,0.2853153037,0.2937293729,0.7104527501,0.7062706271,0.7181208054,0.7121464226,298,303,gt4hist\00539322.txt,gt4hist,00539322.txt,0
..\..\groundtruth\00539323.txt,..\..\Submissions\gt4hist\00539323.txt,0.2628571429,0.3418367347,0.6954177898,175,196,0.2929591837,0.2586872587,0.723771296,0.7413127413,0.7328244275,0.7370441459,262,259,gt4hist\00539323.txt,gt4hist,00539323.txt,0
..\..\groundtruth\00539324.txt,..\..\Submissions\gt4hist\00539324.txt,0.3040935673,0.3802083333,0.6556473829,171,192,0.3366471735,0.2910447761,0.6853963314,0.7089552239,0.7251908397,0.7169811321,262,268,gt4hist\00539324.txt,gt4hist,00539324.txt,0
..\..\groundtruth\00539325.txt,..\..\Submissions\gt4hist\00539325.txt,0.4437869822,0.5323383085,0.5081081081,169,201,0.4978021978,0.4094202899,0.5428146702,0.5905797101,0.5780141844,0.5842293907,282,276,gt4hist\00539325.txt,gt4hist,00539325.txt,0
..\..\groundtruth\00539326.txt,..\..\Submissions\gt4hist\00539326.txt,0.2329545455,0.3216080402,0.72,176,199,0.2730339105,0.2377622378,0.7441842225,0.7622377622,0.7595818815,0.7609075044,287,286,gt4hist\00539326.txt,gt4hist,00539326.txt,0
..\..\groundtruth\00539327.txt,..\..\Submissions\gt4hist\00539327.txt,0.1593406593,0.1989528796,0.8203753351,182,191,0.1845238095,0.1524163569,0.8312199795,0.8475836431,0.8475836431,0.8475836431,269,269,gt4hist\00539327.txt,gt4hist,00539327.txt,0
..\..\groundtruth\00539328.txt,..\..\Submissions\gt4hist\00539328.txt,0.1952662722,0.2359550562,0.7838616715,169,178,0.2140039448,0.1818181818,0.8017660538,0.8181818182,0.8275862069,0.8228571429,261,264,gt4hist\00539328.txt,gt4hist,00539328.txt,0
..\..\groundtruth\00539329.txt,..\..\Submissions\gt4hist\00539329.txt,0.2486486486,0.3015075377,0.7239583333,185,199,0.2745259545,0.2330827068,0.7456202362,0.7669172932,0.7611940299,0.7640449438,268,266,gt4hist\00539329.txt,gt4hist,00539329.txt,0
..\..\groundtruth\00539330.txt,..\..\Submissions\gt4hist\00539330.txt,0.3241758242,0.3910891089,0.640625,182,202,0.3564102564,0.2960288809,0.67242765,0.7039711191,0.7039711191,0.7039711191,277,277,gt4hist\00539330.txt,gt4hist,00539330.txt,0
..\..\groundtruth\00539331.txt,..\..\Submissions\gt4hist\00539331.txt,0.2459893048,0.2842639594,0.734375,187,197,0.2616713352,0.2124542125,0.7621434763,0.7875457875,0.7388316151,0.7624113475,291,273,gt4hist\00539331.txt,gt4hist,00539331.txt,0
..\..\groundtruth\00539332.txt,..\..\Submissions\gt4hist\00539332.txt,0.3452380952,0.3956043956,0.6285714286,168,182,0.3668224137,0.2948207171,0.6672416401,0.7051792829,0.6389891697,0.6704545455,277,251,gt4hist\00539332.txt,gt4hist,00539332.txt,0
..\..\groundtruth\00539333.txt,..\..\Submissions\gt4hist\00539333.txt,0.3854748603,0.4554455446,0.5774278215,179,202,0.4155789741,0.3696498054,0.6065173445,0.6303501946,0.6183206107,0.6242774566,262,257,gt4hist\00539333.txt,gt4hist,00539333.txt,0
..\..\groundtruth\00539334.txt,..\..\Submissions\gt4hist\00539334.txt,0.2787878788,0.32,0.7,165,175,0.307473545,0.234375,0.7272434771,0.765625,0.7075812274,0.7354596623,277,256,gt4hist\00539334.txt,gt4hist,00539334.txt,0
..\..\groundtruth\00539335.txt,..\..\Submissions\gt4hist\00539335.txt,0.2994011976,0.3275862069,0.6862170088,167,174,0.3163672655,0.2317073171,0.7234945011,0.7682926829,0.7470355731,0.7575150301,253,246,gt4hist\00539335.txt,gt4hist,00539335.txt,0
..\..\groundtruth\00539336.txt,..\..\Submissions\gt4hist\00539336.txt,0.2637362637,0.3431372549,0.6943005181,182,204,0.2980769231,0.311827957,0.6949795463,0.688172043,0.6956521739,0.6918918919,276,279,gt4hist\00539336.txt,gt4hist,00539336.txt,0
..\..\groundtruth\00539337.txt,..\..\Submissions\gt4hist\00539337.txt,0.3243243243,0.3902439024,0.641025641,185,205,0.3558301158,0.315018315,0.6639492183,0.684981685,0.6750902527,0.68,277,273,gt4hist\00539337.txt,gt4hist,00539337.txt,0
..\..\groundtruth\00539338.txt,..\..\Submissions\gt4hist\00539338.txt,0.2087912088,0.2577319588,0.7659574468,182,194,0.2265175301,0.1985018727,0.7872411282,0.8014981273,0.8014981273,0.8014981273,267,267,gt4hist\00539338.txt,gt4hist,00539338.txt,0
..\..\groundtruth\00539339.txt,..\..\Submissions\gt4hist\00539339.txt,0.2320441989,0.3084577114,0.7277486911,181,201,0.265555715,0.2388059701,0.7475799456,0.7611940299,0.7034482759,0.7311827957,290,268,gt4hist\00539339.txt,gt4hist,00539339.txt,0
..\..\groundtruth\00539340.txt,..\..\Submissions\gt4hist\00539340.txt,0.1582278481,0.2732240437,0.780058651,158,183,0.1925105485,0.2733333333,0.7649490963,0.7266666667,0.7414965986,0.734006734,294,300,gt4hist\00539340.txt,gt4hist,00539340.txt,0
..\..\groundtruth\00539341.txt,..\..\Submissions\gt4hist\00539341.txt,0.375,0.4776119403,0.5691056911,168,201,0.4332296176,0.365942029,0.5985289699,0.634057971,0.564516129,0.5972696246,310,276,gt4hist\00539341.txt,gt4hist,00539341.txt,0
..\..\groundtruth\00539342.txt,..\..\Submissions\gt4hist\00539342.txt,0.2285714286,0.2458100559,0.7627118644,175,179,0.2342857143,0.1730769231,0.7951424826,0.8269230769,0.8237547893,0.8253358925,261,260,gt4hist\00539342.txt,gt4hist,00539342.txt,0
..\..\groundtruth\00539343.txt,..\..\Submissions\gt4hist\00539343.txt,0.4193548387,0.5813953488,0.4864864865,155,215,0.4815924219,0.4712230216,0.5235409385,0.5287769784,0.5051546392,0.5166959578,291,278,gt4hist\00539343.txt,gt4hist,00539343.txt,0
..\..\groundtruth\00539344.txt,..\..\Submissions\gt4hist\00539344.txt,0.4294478528,0.5528846154,0.5013477089,163,208,0.5020066462,0.4395604396,0.5273743334,0.5604395604,0.5151515152,0.5368421053,297,273,gt4hist\00539344.txt,gt4hist,00539344.txt,0
..\..\groundtruth\00539345.txt,..\..\Submissions\gt4hist\00539345.txt,0.3459459459,0.3762886598,0.6385224274,185,194,0.3723037323,0.2820512821,0.6697958755,0.7179487179,0.6901408451,0.7037701975,284,273,gt4hist\00539345.txt,gt4hist,00539345.txt,0
..\..\groundtruth\00539346.txt,..\..\Submissions\gt4hist\00539346.txt,0.2541436464,0.3112244898,0.7161803714,181,196,0.2815443304,0.2407407407,0.7382941173,0.7592592593,0.7649253731,0.7620817844,268,270,gt4hist\00539346.txt,gt4hist,00539346.txt,0
..\..\groundtruth\00539347.txt,..\..\Submissions\gt4hist\00539347.txt,0.3421052632,0.4103773585,0.6218905473,190,212,0.3732270069,0.3176895307,0.6533636508,0.6823104693,0.675,0.6786355476,280,277,gt4hist\00539347.txt,gt4hist,00539347.txt,0
..\..\groundtruth\00539348.txt,..\..\Submissions\gt4hist\00539348.txt,0.3430232558,0.4021164021,0.6260387812,172,189,0.3694721299,0.3019607843,0.662568243,0.6980392157,0.6980392157,0.6980392157,255,255,gt4hist\00539348.txt,gt4hist,00539348.txt,0
..\..\groundtruth\00539349.txt,..\..\Submissions\gt4hist\00539349.txt,0.3735632184,0.441025641,0.5907859079,174,195,0.4083652618,0.3424124514,0.6228701509,0.6575875486,0.6329588015,0.6450381679,267,257,gt4hist\00539349.txt,gt4hist,00539349.txt,0
..\..\groundtruth\00539350.txt,..\..\Submissions\gt4hist\00539350.txt,0.4139784946,0.4953703704,0.5422885572,186,216,0.4534647551,0.4259259259,0.5599662779,0.5740740741,0.5827067669,0.578358209,266,270,gt4hist\00539350.txt,gt4hist,00539350.txt,0
..\..\groundtruth\00539351.txt,..\..\Submissions\gt4hist\00539351.txt,0.3480662983,0.4129353234,0.6178010471,181,201,0.3827407093,0.3435114504,0.6362698231,0.6564885496,0.6254545455,0.6405959032,275,262,gt4hist\00539351.txt,gt4hist,00539351.txt,0
..\..\groundtruth\00539352.txt,..\..\Submissions\gt4hist\00539352.txt,0.2802547771,0.4083769634,0.6494252874,157,191,0.3444798301,0.3151750973,0.6698521832,0.6848249027,0.6111111111,0.6458715596,288,257,gt4hist\00539352.txt,gt4hist,00539352.txt,0
..\..\groundtruth\00539353.txt,..\..\Submissions\gt4hist\00539353.txt,0.3699421965,0.4108108108,0.6089385475,173,185,0.394026975,0.316,0.6426266923,0.684,0.6,0.6392523364,285,250,gt4hist\00539353.txt,gt4hist,00539353.txt,0
..\..\groundtruth\00539354.txt,..\..\Submissions\gt4hist\00539354.txt,0.3333333333,0.4285714286,0.6153846154,168,196,0.3762117347,0.367816092,0.627958026,0.632183908,0.6,0.6156716418,275,261,gt4hist\00539354.txt,gt4hist,00539354.txt,0
..\..\groundtruth\00539355.txt,..\..\Submissions\gt4hist\00539355.txt,0.3672316384,0.44,0.5941644562,177,200,0.3972917227,0.3333333333,0.6330761768,0.6666666667,0.6618705036,0.6642599278,278,276,gt4hist\00539355.txt,gt4hist,00539355.txt,0
..\..\groundtruth\00539356.txt,..\..\Submissions\gt4hist\00539356.txt,0.312849162,0.3787878788,0.6525198939,179,198,0.3435820697,0.3,0.6775088134,0.7,0.7,0.7,260,260,gt4hist\00539356.txt,gt4hist,00539356.txt,0
..\..\groundtruth\00539357.txt,..\..\Submissions\gt4hist\00539357.txt,0.3313953488,0.4132653061,0.625,172,196,0.3775193798,0.3346613546,0.6431964852,0.6653386454,0.657480315,0.6613861386,254,251,gt4hist\00539357.txt,gt4hist,00539357.txt,0
..\..\groundtruth\00539358.txt,..\..\Submissions\gt4hist\00539358.txt,0.4319526627,0.5339805825,0.512,169,206,0.4887181195,0.4322344322,0.53804538,0.5677655678,0.5615942029,0.5646630237,276,273,gt4hist\00539358.txt,gt4hist,00539358.txt,0
..\..\groundtruth\00539359.txt,..\..\Submissions\gt4hist\00539359.txt,0.335078534,0.4037558685,0.6287128713,191,213,0.3843804538,0.3356890459,0.6390390853,0.6643109541,0.6416382253,0.6527777778,293,283,gt4hist\00539359.txt,gt4hist,00539359.txt,0
..\..\groundtruth\00539360.txt,..\..\Submissions\gt4hist\00539360.txt,0.2645502646,0.3623853211,0.683046683,189,218,0.3268959436,0.3028169014,0.6849320159,0.6971830986,0.6875,0.6923076923,288,284,gt4hist\00539360.txt,gt4hist,00539360.txt,0
..\..\groundtruth\00539361.txt,..\..\Submissions\gt4hist\00539361.txt,0.4378378378,0.4747474747,0.5430809399,185,198,0.471042471,0.375,0.5729820159,0.625,0.6156716418,0.6203007519,268,264,gt4hist\00539361.txt,gt4hist,00539361.txt,0
..\..\groundtruth\00539362.txt,..\..\Submissions\gt4hist\00539362.txt,0.40625,0.5128205128,0.5352112676,160,195,0.4570436508,0.3723404255,0.5822434911,0.6276595745,0.6061643836,0.6167247387,292,282,gt4hist\00539362.txt,gt4hist,00539362.txt,0
..\..\groundtruth\00539363.txt,..\..\Submissions\gt4hist\00539363.txt,0.3352272727,0.3937823834,0.6341463415,176,193,0.3599431818,0.3043478261,0.6666974912,0.6956521739,0.6875,0.6915520629,256,253,gt4hist\00539363.txt,gt4hist,00539363.txt,0
..\..\groundtruth\00539364.txt,..\..\Submissions\gt4hist\00539364.txt,0.2317073171,0.3152173913,0.724137931,164,184,0.2784552846,0.2230483271,0.748223857,0.7769516729,0.7740740741,0.7755102041,270,269,gt4hist\00539364.txt,gt4hist,00539364.txt,0
