groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,Method and file,Method,File,Decorations
..\..\groundtruth\00525453.txt,..\..\Submissions\gt4hist\00525453.txt,1635,1689,0.8691131498,gt4hist\00525453.txt,gt4hist,00525453.txt,0
..\..\groundtruth\00525454.txt,..\..\Submissions\gt4hist\00525454.txt,1473,1518,0.8051595384,gt4hist\00525454.txt,gt4hist,00525454.txt,0
..\..\groundtruth\00525455.txt,..\..\Submissions\gt4hist\00525455.txt,1511,1543,0.788219722,gt4hist\00525455.txt,gt4hist,00525455.txt,0
..\..\groundtruth\00525456.txt,..\..\Submissions\gt4hist\00525456.txt,1566,1584,0.6673052363,gt4hist\00525456.txt,gt4hist,00525456.txt,0
..\..\groundtruth\00525457.txt,..\..\Submissions\gt4hist\00525457.txt,1655,1697,0.7903323263,gt4hist\00525457.txt,gt4hist,00525457.txt,0
..\..\groundtruth\00525458.txt,..\..\Submissions\gt4hist\00525458.txt,1456,1372,0.4223901099,gt4hist\00525458.txt,gt4hist,00525458.txt,0
..\..\groundtruth\00525459.txt,..\..\Submissions\gt4hist\00525459.txt,1481,1532,0.7886563133,gt4hist\00525459.txt,gt4hist,00525459.txt,0
..\..\groundtruth\00525460.txt,..\..\Submissions\gt4hist\00525460.txt,1625,1645,0.3089230769,gt4hist\00525460.txt,gt4hist,00525460.txt,0
..\..\groundtruth\00525461.txt,..\..\Submissions\gt4hist\00525461.txt,1514,1460,0.5052840159,gt4hist\00525461.txt,gt4hist,00525461.txt,0
..\..\groundtruth\00525462.txt,..\..\Submissions\gt4hist\00525462.txt,1590,1636,0.8352201258,gt4hist\00525462.txt,gt4hist,00525462.txt,0
..\..\groundtruth\00525463.txt,..\..\Submissions\gt4hist\00525463.txt,1643,1642,0.7309799148,gt4hist\00525463.txt,gt4hist,00525463.txt,0
..\..\groundtruth\00525464.txt,..\..\Submissions\gt4hist\00525464.txt,1609,1697,0.8272218769,gt4hist\00525464.txt,gt4hist,00525464.txt,0
..\..\groundtruth\00525465.txt,..\..\Submissions\gt4hist\00525465.txt,1522,1600,0.8094612352,gt4hist\00525465.txt,gt4hist,00525465.txt,0
..\..\groundtruth\00525466.txt,..\..\Submissions\gt4hist\00525466.txt,1630,1500,0.6883435583,gt4hist\00525466.txt,gt4hist,00525466.txt,0
..\..\groundtruth\00525467.txt,..\..\Submissions\gt4hist\00525467.txt,1616,1422,0.4672029703,gt4hist\00525467.txt,gt4hist,00525467.txt,0
..\..\groundtruth\00525468.txt,..\..\Submissions\gt4hist\00525468.txt,1564,1462,0.7097186701,gt4hist\00525468.txt,gt4hist,00525468.txt,0
..\..\groundtruth\00525469.txt,..\..\Submissions\gt4hist\00525469.txt,1629,1685,0.6973603438,gt4hist\00525469.txt,gt4hist,00525469.txt,0
..\..\groundtruth\00525470.txt,..\..\Submissions\gt4hist\00525470.txt,1516,1464,0.7539577836,gt4hist\00525470.txt,gt4hist,00525470.txt,0
..\..\groundtruth\00525471.txt,..\..\Submissions\gt4hist\00525471.txt,1520,1567,0.8151315789,gt4hist\00525471.txt,gt4hist,00525471.txt,0
..\..\groundtruth\00525472.txt,..\..\Submissions\gt4hist\00525472.txt,1223,1200,0.6745707277,gt4hist\00525472.txt,gt4hist,00525472.txt,0
..\..\groundtruth\00525473.txt,..\..\Submissions\gt4hist\00525473.txt,1203,1228,0.7680798005,gt4hist\00525473.txt,gt4hist,00525473.txt,0
..\..\groundtruth\00525474.txt,..\..\Submissions\gt4hist\00525474.txt,1644,1649,0.7049878345,gt4hist\00525474.txt,gt4hist,00525474.txt,0
..\..\groundtruth\00525475.txt,..\..\Submissions\gt4hist\00525475.txt,1585,1634,0.7716088328,gt4hist\00525475.txt,gt4hist,00525475.txt,0
..\..\groundtruth\00525476.txt,..\..\Submissions\gt4hist\00525476.txt,1562,1605,0.8508322663,gt4hist\00525476.txt,gt4hist,00525476.txt,0
..\..\groundtruth\00525477.txt,..\..\Submissions\gt4hist\00525477.txt,1539,1619,0.8278102664,gt4hist\00525477.txt,gt4hist,00525477.txt,0
..\..\groundtruth\00525478.txt,..\..\Submissions\gt4hist\00525478.txt,1681,1676,0.754907793,gt4hist\00525478.txt,gt4hist,00525478.txt,0
..\..\groundtruth\00525479.txt,..\..\Submissions\gt4hist\00525479.txt,1088,1103,0.7637867647,gt4hist\00525479.txt,gt4hist,00525479.txt,0
..\..\groundtruth\00525480.txt,..\..\Submissions\gt4hist\00525480.txt,1713,1751,0.7769994162,gt4hist\00525480.txt,gt4hist,00525480.txt,0
..\..\groundtruth\00525481.txt,..\..\Submissions\gt4hist\00525481.txt,1697,1696,0.7171479081,gt4hist\00525481.txt,gt4hist,00525481.txt,0
..\..\groundtruth\00525482.txt,..\..\Submissions\gt4hist\00525482.txt,1514,1517,0.8626155878,gt4hist\00525482.txt,gt4hist,00525482.txt,0
..\..\groundtruth\00525483.txt,..\..\Submissions\gt4hist\00525483.txt,1675,1657,0.7695522388,gt4hist\00525483.txt,gt4hist,00525483.txt,0
..\..\groundtruth\00525484.txt,..\..\Submissions\gt4hist\00525484.txt,1660,1669,0.8096385542,gt4hist\00525484.txt,gt4hist,00525484.txt,0
..\..\groundtruth\00525485.txt,..\..\Submissions\gt4hist\00525485.txt,1642,1595,0.7862362972,gt4hist\00525485.txt,gt4hist,00525485.txt,0
..\..\groundtruth\00525486.txt,..\..\Submissions\gt4hist\00525486.txt,1639,1640,0.8071995119,gt4hist\00525486.txt,gt4hist,00525486.txt,0
..\..\groundtruth\00525487.txt,..\..\Submissions\gt4hist\00525487.txt,1596,1586,0.7844611529,gt4hist\00525487.txt,gt4hist,00525487.txt,0
..\..\groundtruth\00525488.txt,..\..\Submissions\gt4hist\00525488.txt,989,1000,0.7492416582,gt4hist\00525488.txt,gt4hist,00525488.txt,0
..\..\groundtruth\00525489.txt,..\..\Submissions\gt4hist\00525489.txt,1307,1289,0.6381025249,gt4hist\00525489.txt,gt4hist,00525489.txt,0
..\..\groundtruth\00525490.txt,..\..\Submissions\gt4hist\00525490.txt,1766,1675,0.6919592299,gt4hist\00525490.txt,gt4hist,00525490.txt,0
..\..\groundtruth\00525491.txt,..\..\Submissions\gt4hist\00525491.txt,1699,1685,0.7527957622,gt4hist\00525491.txt,gt4hist,00525491.txt,0
..\..\groundtruth\00525492.txt,..\..\Submissions\gt4hist\00525492.txt,1763,1684,0.7577992059,gt4hist\00525492.txt,gt4hist,00525492.txt,0
..\..\groundtruth\00525493.txt,..\..\Submissions\gt4hist\00525493.txt,1705,1720,0.7519061584,gt4hist\00525493.txt,gt4hist,00525493.txt,0
..\..\groundtruth\00525494.txt,..\..\Submissions\gt4hist\00525494.txt,1692,1697,0.793144208,gt4hist\00525494.txt,gt4hist,00525494.txt,0
..\..\groundtruth\00525495.txt,..\..\Submissions\gt4hist\00525495.txt,1755,1778,0.7321937322,gt4hist\00525495.txt,gt4hist,00525495.txt,0
..\..\groundtruth\00525496.txt,..\..\Submissions\gt4hist\00525496.txt,1728,1752,0.7274305556,gt4hist\00525496.txt,gt4hist,00525496.txt,0
..\..\groundtruth\00525497.txt,..\..\Submissions\gt4hist\00525497.txt,1681,1679,0.7894110648,gt4hist\00525497.txt,gt4hist,00525497.txt,0
..\..\groundtruth\00525498.txt,..\..\Submissions\gt4hist\00525498.txt,1631,1610,0.7228694053,gt4hist\00525498.txt,gt4hist,00525498.txt,0
..\..\groundtruth\00525499.txt,..\..\Submissions\gt4hist\00525499.txt,1645,1721,0.7580547112,gt4hist\00525499.txt,gt4hist,00525499.txt,0
..\..\groundtruth\00525500.txt,..\..\Submissions\gt4hist\00525500.txt,1812,1832,0.6020971302,gt4hist\00525500.txt,gt4hist,00525500.txt,0
..\..\groundtruth\00525501.txt,..\..\Submissions\gt4hist\00525501.txt,1656,1586,0.6992753623,gt4hist\00525501.txt,gt4hist,00525501.txt,0
..\..\groundtruth\00525502.txt,..\..\Submissions\gt4hist\00525502.txt,1236,1232,0.7411003236,gt4hist\00525502.txt,gt4hist,00525502.txt,0
..\..\groundtruth\00525503.txt,..\..\Submissions\gt4hist\00525503.txt,777,795,0.7915057915,gt4hist\00525503.txt,gt4hist,00525503.txt,0
..\..\groundtruth\00539273.txt,..\..\Submissions\gt4hist\00539273.txt,689,764,0.7532656023,gt4hist\00539273.txt,gt4hist,00539273.txt,0
..\..\groundtruth\00539275.txt,..\..\Submissions\gt4hist\00539275.txt,854,873,0.1990632319,gt4hist\00539275.txt,gt4hist,00539275.txt,0
..\..\groundtruth\00539276.txt,..\..\Submissions\gt4hist\00539276.txt,1293,1353,0.8306264501,gt4hist\00539276.txt,gt4hist,00539276.txt,0
..\..\groundtruth\00539277.txt,..\..\Submissions\gt4hist\00539277.txt,1261,1296,0.8699444885,gt4hist\00539277.txt,gt4hist,00539277.txt,0
..\..\groundtruth\00539278.txt,..\..\Submissions\gt4hist\00539278.txt,1227,1279,0.5224123879,gt4hist\00539278.txt,gt4hist,00539278.txt,0
..\..\groundtruth\00539279.txt,..\..\Submissions\gt4hist\00539279.txt,1224,1261,0.8562091503,gt4hist\00539279.txt,gt4hist,00539279.txt,0
..\..\groundtruth\00539280.txt,..\..\Submissions\gt4hist\00539280.txt,1223,1262,0.8217497956,gt4hist\00539280.txt,gt4hist,00539280.txt,0
..\..\groundtruth\00539281.txt,..\..\Submissions\gt4hist\00539281.txt,1276,1313,0.8166144201,gt4hist\00539281.txt,gt4hist,00539281.txt,0
..\..\groundtruth\00539282.txt,..\..\Submissions\gt4hist\00539282.txt,1242,1269,0.8365539452,gt4hist\00539282.txt,gt4hist,00539282.txt,0
..\..\groundtruth\00539283.txt,..\..\Submissions\gt4hist\00539283.txt,1276,1282,0.8322884013,gt4hist\00539283.txt,gt4hist,00539283.txt,0
..\..\groundtruth\00539284.txt,..\..\Submissions\gt4hist\00539284.txt,1311,1347,0.8276125095,gt4hist\00539284.txt,gt4hist,00539284.txt,0
..\..\groundtruth\00539285.txt,..\..\Submissions\gt4hist\00539285.txt,1302,1298,0.8525345622,gt4hist\00539285.txt,gt4hist,00539285.txt,0
..\..\groundtruth\00539286.txt,..\..\Submissions\gt4hist\00539286.txt,1312,1341,0.887195122,gt4hist\00539286.txt,gt4hist,00539286.txt,0
..\..\groundtruth\00539287.txt,..\..\Submissions\gt4hist\00539287.txt,1205,1245,0.8746887967,gt4hist\00539287.txt,gt4hist,00539287.txt,0
..\..\groundtruth\00539288.txt,..\..\Submissions\gt4hist\00539288.txt,1323,1349,0.8684807256,gt4hist\00539288.txt,gt4hist,00539288.txt,0
..\..\groundtruth\00539289.txt,..\..\Submissions\gt4hist\00539289.txt,1315,1348,0.8828897338,gt4hist\00539289.txt,gt4hist,00539289.txt,0
..\..\groundtruth\00539290.txt,..\..\Submissions\gt4hist\00539290.txt,1317,1358,0.874715262,gt4hist\00539290.txt,gt4hist,00539290.txt,0
..\..\groundtruth\00539291.txt,..\..\Submissions\gt4hist\00539291.txt,1318,1381,0.8603945372,gt4hist\00539291.txt,gt4hist,00539291.txt,0
..\..\groundtruth\00539292.txt,..\..\Submissions\gt4hist\00539292.txt,1350,1376,0.8903703704,gt4hist\00539292.txt,gt4hist,00539292.txt,0
..\..\groundtruth\00539293.txt,..\..\Submissions\gt4hist\00539293.txt,1265,1300,0.8901185771,gt4hist\00539293.txt,gt4hist,00539293.txt,0
..\..\groundtruth\00539294.txt,..\..\Submissions\gt4hist\00539294.txt,1296,1323,0.9097222222,gt4hist\00539294.txt,gt4hist,00539294.txt,0
..\..\groundtruth\00539295.txt,..\..\Submissions\gt4hist\00539295.txt,1252,1292,0.8793929712,gt4hist\00539295.txt,gt4hist,00539295.txt,0
..\..\groundtruth\00539296.txt,..\..\Submissions\gt4hist\00539296.txt,1133,1187,0.8305383936,gt4hist\00539296.txt,gt4hist,00539296.txt,0
..\..\groundtruth\00539297.txt,..\..\Submissions\gt4hist\00539297.txt,937,943,0.7982924226,gt4hist\00539297.txt,gt4hist,00539297.txt,0
..\..\groundtruth\00539298.txt,..\..\Submissions\gt4hist\00539298.txt,1065,1094,0.8544600939,gt4hist\00539298.txt,gt4hist,00539298.txt,0
..\..\groundtruth\00539299.txt,..\..\Submissions\gt4hist\00539299.txt,1078,1108,0.8302411874,gt4hist\00539299.txt,gt4hist,00539299.txt,0
..\..\groundtruth\00539300.txt,..\..\Submissions\gt4hist\00539300.txt,1153,1195,0.8612315698,gt4hist\00539300.txt,gt4hist,00539300.txt,0
..\..\groundtruth\00539301.txt,..\..\Submissions\gt4hist\00539301.txt,1011,1052,0.8635014837,gt4hist\00539301.txt,gt4hist,00539301.txt,0
..\..\groundtruth\00539302.txt,..\..\Submissions\gt4hist\00539302.txt,1134,1160,0.8298059965,gt4hist\00539302.txt,gt4hist,00539302.txt,0
..\..\groundtruth\00539303.txt,..\..\Submissions\gt4hist\00539303.txt,1085,1117,0.7935483871,gt4hist\00539303.txt,gt4hist,00539303.txt,0
..\..\groundtruth\00539304.txt,..\..\Submissions\gt4hist\00539304.txt,1013,1070,0.678183613,gt4hist\00539304.txt,gt4hist,00539304.txt,0
..\..\groundtruth\00539305.txt,..\..\Submissions\gt4hist\00539305.txt,970,994,0.7525773196,gt4hist\00539305.txt,gt4hist,00539305.txt,0
..\..\groundtruth\00539306.txt,..\..\Submissions\gt4hist\00539306.txt,966,990,0.7939958592,gt4hist\00539306.txt,gt4hist,00539306.txt,0
..\..\groundtruth\00539307.txt,..\..\Submissions\gt4hist\00539307.txt,1254,1273,0.841307815,gt4hist\00539307.txt,gt4hist,00539307.txt,0
..\..\groundtruth\00539308.txt,..\..\Submissions\gt4hist\00539308.txt,1251,1314,0.8105515588,gt4hist\00539308.txt,gt4hist,00539308.txt,0
..\..\groundtruth\00539309.txt,..\..\Submissions\gt4hist\00539309.txt,1259,1297,0.8308181096,gt4hist\00539309.txt,gt4hist,00539309.txt,0
..\..\groundtruth\00539310.txt,..\..\Submissions\gt4hist\00539310.txt,311,320,0.8295819936,gt4hist\00539310.txt,gt4hist,00539310.txt,0
..\..\groundtruth\00539311.txt,..\..\Submissions\gt4hist\00539311.txt,787,831,0.8691232529,gt4hist\00539311.txt,gt4hist,00539311.txt,0
..\..\groundtruth\00539312.txt,..\..\Submissions\gt4hist\00539312.txt,1556,1587,0.8579691517,gt4hist\00539312.txt,gt4hist,00539312.txt,0
..\..\groundtruth\00539313.txt,..\..\Submissions\gt4hist\00539313.txt,1624,1664,0.9187192118,gt4hist\00539313.txt,gt4hist,00539313.txt,0
..\..\groundtruth\00539314.txt,..\..\Submissions\gt4hist\00539314.txt,1594,1667,0.891468005,gt4hist\00539314.txt,gt4hist,00539314.txt,0
..\..\groundtruth\00539315.txt,..\..\Submissions\gt4hist\00539315.txt,1651,1691,0.9115687462,gt4hist\00539315.txt,gt4hist,00539315.txt,0
..\..\groundtruth\00539316.txt,..\..\Submissions\gt4hist\00539316.txt,1658,1708,0.9137515078,gt4hist\00539316.txt,gt4hist,00539316.txt,0
..\..\groundtruth\00539317.txt,..\..\Submissions\gt4hist\00539317.txt,1631,1676,0.9129368486,gt4hist\00539317.txt,gt4hist,00539317.txt,0
..\..\groundtruth\00539318.txt,..\..\Submissions\gt4hist\00539318.txt,1632,1730,0.9074754902,gt4hist\00539318.txt,gt4hist,00539318.txt,0
..\..\groundtruth\00539319.txt,..\..\Submissions\gt4hist\00539319.txt,1629,1683,0.9103744629,gt4hist\00539319.txt,gt4hist,00539319.txt,0
..\..\groundtruth\00539320.txt,..\..\Submissions\gt4hist\00539320.txt,1373,1440,0.4508375819,gt4hist\00539320.txt,gt4hist,00539320.txt,0
..\..\groundtruth\00539321.txt,..\..\Submissions\gt4hist\00539321.txt,1627,1652,0.9164105716,gt4hist\00539321.txt,gt4hist,00539321.txt,0
..\..\groundtruth\00539322.txt,..\..\Submissions\gt4hist\00539322.txt,1614,1717,0.8475836431,gt4hist\00539322.txt,gt4hist,00539322.txt,0
..\..\groundtruth\00539323.txt,..\..\Submissions\gt4hist\00539323.txt,1549,1592,0.8179470626,gt4hist\00539323.txt,gt4hist,00539323.txt,0
..\..\groundtruth\00539324.txt,..\..\Submissions\gt4hist\00539324.txt,1598,1704,0.8742177722,gt4hist\00539324.txt,gt4hist,00539324.txt,0
..\..\groundtruth\00539325.txt,..\..\Submissions\gt4hist\00539325.txt,1644,1692,0.8333333333,gt4hist\00539325.txt,gt4hist,00539325.txt,0
..\..\groundtruth\00539326.txt,..\..\Submissions\gt4hist\00539326.txt,1656,1746,0.88647343,gt4hist\00539326.txt,gt4hist,00539326.txt,0
..\..\groundtruth\00539327.txt,..\..\Submissions\gt4hist\00539327.txt,1611,1648,0.9373060211,gt4hist\00539327.txt,gt4hist,00539327.txt,0
..\..\groundtruth\00539328.txt,..\..\Submissions\gt4hist\00539328.txt,1643,1704,0.9269628728,gt4hist\00539328.txt,gt4hist,00539328.txt,0
..\..\groundtruth\00539329.txt,..\..\Submissions\gt4hist\00539329.txt,1680,1723,0.9077380952,gt4hist\00539329.txt,gt4hist,00539329.txt,0
..\..\groundtruth\00539330.txt,..\..\Submissions\gt4hist\00539330.txt,1692,1768,0.878250591,gt4hist\00539330.txt,gt4hist,00539330.txt,0
..\..\groundtruth\00539331.txt,..\..\Submissions\gt4hist\00539331.txt,1636,1643,0.9046454768,gt4hist\00539331.txt,gt4hist,00539331.txt,0
..\..\groundtruth\00539332.txt,..\..\Submissions\gt4hist\00539332.txt,1605,1616,0.8996884735,gt4hist\00539332.txt,gt4hist,00539332.txt,0
..\..\groundtruth\00539333.txt,..\..\Submissions\gt4hist\00539333.txt,1566,1592,0.8416347382,gt4hist\00539333.txt,gt4hist,00539333.txt,0
..\..\groundtruth\00539334.txt,..\..\Submissions\gt4hist\00539334.txt,1620,1667,0.8932098765,gt4hist\00539334.txt,gt4hist,00539334.txt,0
..\..\groundtruth\00539335.txt,..\..\Submissions\gt4hist\00539335.txt,1504,1545,0.897606383,gt4hist\00539335.txt,gt4hist,00539335.txt,0
..\..\groundtruth\00539336.txt,..\..\Submissions\gt4hist\00539336.txt,1586,1624,0.8436317781,gt4hist\00539336.txt,gt4hist,00539336.txt,0
..\..\groundtruth\00539337.txt,..\..\Submissions\gt4hist\00539337.txt,1656,1680,0.8731884058,gt4hist\00539337.txt,gt4hist,00539337.txt,0
..\..\groundtruth\00539338.txt,..\..\Submissions\gt4hist\00539338.txt,1573,1651,0.909726637,gt4hist\00539338.txt,gt4hist,00539338.txt,0
..\..\groundtruth\00539339.txt,..\..\Submissions\gt4hist\00539339.txt,1629,1640,0.8907305095,gt4hist\00539339.txt,gt4hist,00539339.txt,0
..\..\groundtruth\00539340.txt,..\..\Submissions\gt4hist\00539340.txt,1634,1765,0.805997552,gt4hist\00539340.txt,gt4hist,00539340.txt,0
..\..\groundtruth\00539341.txt,..\..\Submissions\gt4hist\00539341.txt,1641,1637,0.8439975625,gt4hist\00539341.txt,gt4hist,00539341.txt,0
..\..\groundtruth\00539342.txt,..\..\Submissions\gt4hist\00539342.txt,1534,1613,0.9028683181,gt4hist\00539342.txt,gt4hist,00539342.txt,0
..\..\groundtruth\00539343.txt,..\..\Submissions\gt4hist\00539343.txt,1617,1653,0.7922077922,gt4hist\00539343.txt,gt4hist,00539343.txt,0
..\..\groundtruth\00539344.txt,..\..\Submissions\gt4hist\00539344.txt,1627,1618,0.8131530424,gt4hist\00539344.txt,gt4hist,00539344.txt,0
..\..\groundtruth\00539345.txt,..\..\Submissions\gt4hist\00539345.txt,1598,1618,0.8717146433,gt4hist\00539345.txt,gt4hist,00539345.txt,0
..\..\groundtruth\00539346.txt,..\..\Submissions\gt4hist\00539346.txt,1556,1632,0.8798200514,gt4hist\00539346.txt,gt4hist,00539346.txt,0
..\..\groundtruth\00539347.txt,..\..\Submissions\gt4hist\00539347.txt,1666,1698,0.8769507803,gt4hist\00539347.txt,gt4hist,00539347.txt,0
..\..\groundtruth\00539348.txt,..\..\Submissions\gt4hist\00539348.txt,1560,1584,0.8602564103,gt4hist\00539348.txt,gt4hist,00539348.txt,0
..\..\groundtruth\00539349.txt,..\..\Submissions\gt4hist\00539349.txt,1598,1606,0.8385481852,gt4hist\00539349.txt,gt4hist,00539349.txt,0
..\..\groundtruth\00539350.txt,..\..\Submissions\gt4hist\00539350.txt,1545,1567,0.8006472492,gt4hist\00539350.txt,gt4hist,00539350.txt,0
..\..\groundtruth\00539351.txt,..\..\Submissions\gt4hist\00539351.txt,1606,1596,0.8462017435,gt4hist\00539351.txt,gt4hist,00539351.txt,0
..\..\groundtruth\00539352.txt,..\..\Submissions\gt4hist\00539352.txt,1596,1597,0.8609022556,gt4hist\00539352.txt,gt4hist,00539352.txt,0
..\..\groundtruth\00539353.txt,..\..\Submissions\gt4hist\00539353.txt,1611,1589,0.8634388579,gt4hist\00539353.txt,gt4hist,00539353.txt,0
..\..\groundtruth\00539354.txt,..\..\Submissions\gt4hist\00539354.txt,1652,1669,0.8583535109,gt4hist\00539354.txt,gt4hist,00539354.txt,0
..\..\groundtruth\00539355.txt,..\..\Submissions\gt4hist\00539355.txt,1616,1656,0.8725247525,gt4hist\00539355.txt,gt4hist,00539355.txt,0
..\..\groundtruth\00539356.txt,..\..\Submissions\gt4hist\00539356.txt,1647,1693,0.8870673953,gt4hist\00539356.txt,gt4hist,00539356.txt,0
..\..\groundtruth\00539357.txt,..\..\Submissions\gt4hist\00539357.txt,1578,1603,0.8662864385,gt4hist\00539357.txt,gt4hist,00539357.txt,0
..\..\groundtruth\00539358.txt,..\..\Submissions\gt4hist\00539358.txt,1567,1578,0.8181238034,gt4hist\00539358.txt,gt4hist,00539358.txt,0
..\..\groundtruth\00539359.txt,..\..\Submissions\gt4hist\00539359.txt,1668,1684,0.8633093525,gt4hist\00539359.txt,gt4hist,00539359.txt,0
..\..\groundtruth\00539360.txt,..\..\Submissions\gt4hist\00539360.txt,1629,1642,0.8723143033,gt4hist\00539360.txt,gt4hist,00539360.txt,0
..\..\groundtruth\00539361.txt,..\..\Submissions\gt4hist\00539361.txt,1550,1555,0.8361290323,gt4hist\00539361.txt,gt4hist,00539361.txt,0
..\..\groundtruth\00539362.txt,..\..\Submissions\gt4hist\00539362.txt,1599,1598,0.8292682927,gt4hist\00539362.txt,gt4hist,00539362.txt,0
..\..\groundtruth\00539363.txt,..\..\Submissions\gt4hist\00539363.txt,1580,1604,0.8924050633,gt4hist\00539363.txt,gt4hist,00539363.txt,0
..\..\groundtruth\00539364.txt,..\..\Submissions\gt4hist\00539364.txt,1585,1632,0.9097791798,gt4hist\00539364.txt,gt4hist,00539364.txt,0
..\..\groundtruth\00539365.txt,..\..\Submissions\gt4hist\00539365.txt,1548,1575,0.2370801034,gt4hist\00539365.txt,gt4hist,00539365.txt,0
..\..\groundtruth\00539366.txt,..\..\Submissions\gt4hist\00539366.txt,1613,1659,0.9194048357,gt4hist\00539366.txt,gt4hist,00539366.txt,0
..\..\groundtruth\00539367.txt,..\..\Submissions\gt4hist\00539367.txt,1586,1616,0.8600252207,gt4hist\00539367.txt,gt4hist,00539367.txt,0
..\..\groundtruth\00539368.txt,..\..\Submissions\gt4hist\00539368.txt,1377,1415,0.8976034858,gt4hist\00539368.txt,gt4hist,00539368.txt,0
..\..\groundtruth\00539369.txt,..\..\Submissions\gt4hist\00539369.txt,1634,1674,0.876376989,gt4hist\00539369.txt,gt4hist,00539369.txt,0
..\..\groundtruth\00539370.txt,..\..\Submissions\gt4hist\00539370.txt,1463,1534,0.8769651401,gt4hist\00539370.txt,gt4hist,00539370.txt,0
..\..\groundtruth\00539371.txt,..\..\Submissions\gt4hist\00539371.txt,1567,1576,0.8315252074,gt4hist\00539371.txt,gt4hist,00539371.txt,0
..\..\groundtruth\00539372.txt,..\..\Submissions\gt4hist\00539372.txt,1639,1698,0.8499084808,gt4hist\00539372.txt,gt4hist,00539372.txt,0
..\..\groundtruth\00539373.txt,..\..\Submissions\gt4hist\00539373.txt,1587,1611,0.8689350977,gt4hist\00539373.txt,gt4hist,00539373.txt,0
..\..\groundtruth\00046893.txt,..\..\Submissions\mixed\00046893.txt,83,61,0.4337349398,mixed\00046893.txt,mixed,00046893.txt,0
..\..\groundtruth\00046895.txt,..\..\Submissions\mixed\00046895.txt,457,505,0.7221006565,mixed\00046895.txt,mixed,00046895.txt,0
..\..\groundtruth\00046896.txt,..\..\Submissions\mixed\00046896.txt,607,653,0.7710049423,mixed\00046896.txt,mixed,00046896.txt,0
..\..\groundtruth\00046897.txt,..\..\Submissions\mixed\00046897.txt,580,620,0.7637931034,mixed\00046897.txt,mixed,00046897.txt,0
..\..\groundtruth\00046898.txt,..\..\Submissions\mixed\00046898.txt,601,648,0.7737104825,mixed\00046898.txt,mixed,00046898.txt,0
..\..\groundtruth\00046899.txt,..\..\Submissions\mixed\00046899.txt,561,604,0.76114082,mixed\00046899.txt,mixed,00046899.txt,0
..\..\groundtruth\00046900.txt,..\..\Submissions\mixed\00046900.txt,611,637,0.7888707038,mixed\00046900.txt,mixed,00046900.txt,0
..\..\groundtruth\00046901.txt,..\..\Submissions\mixed\00046901.txt,551,587,0.1578947368,mixed\00046901.txt,mixed,00046901.txt,0
..\..\groundtruth\00046902.txt,..\..\Submissions\mixed\00046902.txt,581,624,0.7538726334,mixed\00046902.txt,mixed,00046902.txt,0
..\..\groundtruth\00046903.txt,..\..\Submissions\mixed\00046903.txt,331,356,0.4652567976,mixed\00046903.txt,mixed,00046903.txt,0
..\..\groundtruth\00046905.txt,..\..\Submissions\mixed\00046905.txt,290,316,0.6448275862,mixed\00046905.txt,mixed,00046905.txt,0
..\..\groundtruth\00046906.txt,..\..\Submissions\mixed\00046906.txt,724,822,0.3908839779,mixed\00046906.txt,mixed,00046906.txt,0
..\..\groundtruth\00046907.txt,..\..\Submissions\mixed\00046907.txt,908,979,0.1718061674,mixed\00046907.txt,mixed,00046907.txt,0
..\..\groundtruth\00046908.txt,..\..\Submissions\mixed\00046908.txt,889,950,0.7637795276,mixed\00046908.txt,mixed,00046908.txt,0
..\..\groundtruth\00046909.txt,..\..\Submissions\mixed\00046909.txt,817,881,0.2778457772,mixed\00046909.txt,mixed,00046909.txt,0
..\..\groundtruth\00046910.txt,..\..\Submissions\mixed\00046910.txt,940,1003,0.829787234,mixed\00046910.txt,mixed,00046910.txt,0
..\..\groundtruth\00046911.txt,..\..\Submissions\mixed\00046911.txt,881,953,0.6662883087,mixed\00046911.txt,mixed,00046911.txt,0
..\..\groundtruth\00046912.txt,..\..\Submissions\mixed\00046912.txt,878,971,0.7927107062,mixed\00046912.txt,mixed,00046912.txt,0
..\..\groundtruth\00046913.txt,..\..\Submissions\mixed\00046913.txt,809,877,0.7886279357,mixed\00046913.txt,mixed,00046913.txt,0
..\..\groundtruth\00046914.txt,..\..\Submissions\mixed\00046914.txt,927,984,0.8209277238,mixed\00046914.txt,mixed,00046914.txt,0
..\..\groundtruth\00046915.txt,..\..\Submissions\mixed\00046915.txt,877,919,0.5952109464,mixed\00046915.txt,mixed,00046915.txt,0
..\..\groundtruth\00046916.txt,..\..\Submissions\mixed\00046916.txt,878,944,0.8097949886,mixed\00046916.txt,mixed,00046916.txt,0
..\..\groundtruth\00046917.txt,..\..\Submissions\mixed\00046917.txt,895,962,0.7955307263,mixed\00046917.txt,mixed,00046917.txt,0
..\..\groundtruth\00046918.txt,..\..\Submissions\mixed\00046918.txt,851,911,0.8049353702,mixed\00046918.txt,mixed,00046918.txt,0
..\..\groundtruth\00046919.txt,..\..\Submissions\mixed\00046919.txt,883,938,0.6976217441,mixed\00046919.txt,mixed,00046919.txt,0
..\..\groundtruth\00046920.txt,..\..\Submissions\mixed\00046920.txt,877,930,0.8164196123,mixed\00046920.txt,mixed,00046920.txt,0
