groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,Method and file,Method,File,Decorations
..\..\groundtruth\00046921.txt,..\..\Submissions\mixed\00046921.txt,855,922,0.8105263158,mixed\00046921.txt,mixed,00046921.txt,0
..\..\groundtruth\00046922.txt,..\..\Submissions\mixed\00046922.txt,888,938,0.2871621622,mixed\00046922.txt,mixed,00046922.txt,0
..\..\groundtruth\00046923.txt,..\..\Submissions\mixed\00046923.txt,860,933,0.711627907,mixed\00046923.txt,mixed,00046923.txt,0
..\..\groundtruth\00046924.txt,..\..\Submissions\mixed\00046924.txt,687,741,0.7802037846,mixed\00046924.txt,mixed,00046924.txt,0
..\..\groundtruth\00046925.txt,..\..\Submissions\mixed\00046925.txt,826,890,0.2627118644,mixed\00046925.txt,mixed,00046925.txt,0
..\..\groundtruth\00046926.txt,..\..\Submissions\mixed\00046926.txt,842,892,0.1852731591,mixed\00046926.txt,mixed,00046926.txt,0
..\..\groundtruth\00046927.txt,..\..\Submissions\mixed\00046927.txt,866,926,0.7909930716,mixed\00046927.txt,mixed,00046927.txt,0
..\..\groundtruth\00046928.txt,..\..\Submissions\mixed\00046928.txt,551,594,0.3067150635,mixed\00046928.txt,mixed,00046928.txt,0
..\..\groundtruth\00046929.txt,..\..\Submissions\mixed\00046929.txt,884,939,0.8133484163,mixed\00046929.txt,mixed,00046929.txt,0
..\..\groundtruth\00046930.txt,..\..\Submissions\mixed\00046930.txt,844,895,0.8104265403,mixed\00046930.txt,mixed,00046930.txt,0
..\..\groundtruth\00046931.txt,..\..\Submissions\mixed\00046931.txt,893,968,0.7950727884,mixed\00046931.txt,mixed,00046931.txt,0
..\..\groundtruth\00046932.txt,..\..\Submissions\mixed\00046932.txt,774,827,0.8023255814,mixed\00046932.txt,mixed,00046932.txt,0
..\..\groundtruth\00046933.txt,..\..\Submissions\mixed\00046933.txt,771,828,0.3424124514,mixed\00046933.txt,mixed,00046933.txt,0
..\..\groundtruth\00046934.txt,..\..\Submissions\mixed\00046934.txt,956,1025,0.8242677824,mixed\00046934.txt,mixed,00046934.txt,0
..\..\groundtruth\00046935.txt,..\..\Submissions\mixed\00046935.txt,808,872,0.2400990099,mixed\00046935.txt,mixed,00046935.txt,0
..\..\groundtruth\00046936.txt,..\..\Submissions\mixed\00046936.txt,800,851,0.81375,mixed\00046936.txt,mixed,00046936.txt,0
..\..\groundtruth\00046937.txt,..\..\Submissions\mixed\00046937.txt,829,893,0.7852834741,mixed\00046937.txt,mixed,00046937.txt,0
..\..\groundtruth\00046938.txt,..\..\Submissions\mixed\00046938.txt,936,995,0.8002136752,mixed\00046938.txt,mixed,00046938.txt,0
..\..\groundtruth\00046939.txt,..\..\Submissions\mixed\00046939.txt,864,907,0.8009259259,mixed\00046939.txt,mixed,00046939.txt,0
..\..\groundtruth\00046940.txt,..\..\Submissions\mixed\00046940.txt,935,986,0.1818181818,mixed\00046940.txt,mixed,00046940.txt,0
..\..\groundtruth\00046941.txt,..\..\Submissions\mixed\00046941.txt,919,997,0.6224156692,mixed\00046941.txt,mixed,00046941.txt,0
..\..\groundtruth\00046942.txt,..\..\Submissions\mixed\00046942.txt,591,618,0.6294416244,mixed\00046942.txt,mixed,00046942.txt,0
..\..\groundtruth\00046943.txt,..\..\Submissions\mixed\00046943.txt,580,620,0.6224137931,mixed\00046943.txt,mixed,00046943.txt,0
..\..\groundtruth\00046944.txt,..\..\Submissions\mixed\00046944.txt,872,933,0.7832568807,mixed\00046944.txt,mixed,00046944.txt,0
..\..\groundtruth\00046945.txt,..\..\Submissions\mixed\00046945.txt,937,1006,0.8164354322,mixed\00046945.txt,mixed,00046945.txt,0
..\..\groundtruth\00046946.txt,..\..\Submissions\mixed\00046946.txt,847,913,0.8158205431,mixed\00046946.txt,mixed,00046946.txt,0
..\..\groundtruth\00046947.txt,..\..\Submissions\mixed\00046947.txt,644,688,0.3214285714,mixed\00046947.txt,mixed,00046947.txt,0
..\..\groundtruth\00046948.txt,..\..\Submissions\mixed\00046948.txt,870,913,0.8287356322,mixed\00046948.txt,mixed,00046948.txt,0
..\..\groundtruth\00046949.txt,..\..\Submissions\mixed\00046949.txt,917,985,0.8015267176,mixed\00046949.txt,mixed,00046949.txt,0
..\..\groundtruth\00046950.txt,..\..\Submissions\mixed\00046950.txt,919,1004,0.7932535365,mixed\00046950.txt,mixed,00046950.txt,0
..\..\groundtruth\00046951.txt,..\..\Submissions\mixed\00046951.txt,899,959,0.8053392659,mixed\00046951.txt,mixed,00046951.txt,0
..\..\groundtruth\00046952.txt,..\..\Submissions\mixed\00046952.txt,775,849,0.4864516129,mixed\00046952.txt,mixed,00046952.txt,0
..\..\groundtruth\00046953.txt,..\..\Submissions\mixed\00046953.txt,772,816,0.8225388601,mixed\00046953.txt,mixed,00046953.txt,0
..\..\groundtruth\00046954.txt,..\..\Submissions\mixed\00046954.txt,913,979,0.7831325301,mixed\00046954.txt,mixed,00046954.txt,0
..\..\groundtruth\00046955.txt,..\..\Submissions\mixed\00046955.txt,928,999,0.8221982759,mixed\00046955.txt,mixed,00046955.txt,0
..\..\groundtruth\00046956.txt,..\..\Submissions\mixed\00046956.txt,773,825,0.4320827943,mixed\00046956.txt,mixed,00046956.txt,0
..\..\groundtruth\00046957.txt,..\..\Submissions\mixed\00046957.txt,879,954,0.7929465301,mixed\00046957.txt,mixed,00046957.txt,0
..\..\groundtruth\00046958.txt,..\..\Submissions\mixed\00046958.txt,798,852,0.8107769424,mixed\00046958.txt,mixed,00046958.txt,0
..\..\groundtruth\00046959.txt,..\..\Submissions\mixed\00046959.txt,841,889,0.6242568371,mixed\00046959.txt,mixed,00046959.txt,0
..\..\groundtruth\00046960.txt,..\..\Submissions\mixed\00046960.txt,771,837,0.7937743191,mixed\00046960.txt,mixed,00046960.txt,0
..\..\groundtruth\00046961.txt,..\..\Submissions\mixed\00046961.txt,858,897,0.817016317,mixed\00046961.txt,mixed,00046961.txt,0
..\..\groundtruth\00046962.txt,..\..\Submissions\mixed\00046962.txt,862,915,0.8178654292,mixed\00046962.txt,mixed,00046962.txt,0
..\..\groundtruth\00046963.txt,..\..\Submissions\mixed\00046963.txt,893,943,0.8152295633,mixed\00046963.txt,mixed,00046963.txt,0
..\..\groundtruth\00046964.txt,..\..\Submissions\mixed\00046964.txt,824,877,0.802184466,mixed\00046964.txt,mixed,00046964.txt,0
..\..\groundtruth\00046965.txt,..\..\Submissions\mixed\00046965.txt,900,957,0.7911111111,mixed\00046965.txt,mixed,00046965.txt,0
..\..\groundtruth\00046966.txt,..\..\Submissions\mixed\00046966.txt,863,935,0.7543453071,mixed\00046966.txt,mixed,00046966.txt,0
..\..\groundtruth\00046967.txt,..\..\Submissions\mixed\00046967.txt,794,856,0.798488665,mixed\00046967.txt,mixed,00046967.txt,0
..\..\groundtruth\00046968.txt,..\..\Submissions\mixed\00046968.txt,829,887,0.7997587455,mixed\00046968.txt,mixed,00046968.txt,0
..\..\groundtruth\00046969.txt,..\..\Submissions\mixed\00046969.txt,824,888,0.7754854369,mixed\00046969.txt,mixed,00046969.txt,0
..\..\groundtruth\00046970.txt,..\..\Submissions\mixed\00046970.txt,775,831,0.8012903226,mixed\00046970.txt,mixed,00046970.txt,0
..\..\groundtruth\00046971.txt,..\..\Submissions\mixed\00046971.txt,902,965,0.7372505543,mixed\00046971.txt,mixed,00046971.txt,0
..\..\groundtruth\00046972.txt,..\..\Submissions\mixed\00046972.txt,885,943,0.790960452,mixed\00046972.txt,mixed,00046972.txt,0
..\..\groundtruth\00046973.txt,..\..\Submissions\mixed\00046973.txt,918,981,0.7984749455,mixed\00046973.txt,mixed,00046973.txt,0
..\..\groundtruth\00046974.txt,..\..\Submissions\mixed\00046974.txt,815,870,0.3619631902,mixed\00046974.txt,mixed,00046974.txt,0
..\..\groundtruth\00046975.txt,..\..\Submissions\mixed\00046975.txt,757,806,0.7926023778,mixed\00046975.txt,mixed,00046975.txt,0
..\..\groundtruth\00046976.txt,..\..\Submissions\mixed\00046976.txt,927,980,0.8403451996,mixed\00046976.txt,mixed,00046976.txt,0
..\..\groundtruth\00046977.txt,..\..\Submissions\mixed\00046977.txt,922,998,0.7939262473,mixed\00046977.txt,mixed,00046977.txt,0
..\..\groundtruth\00046978.txt,..\..\Submissions\mixed\00046978.txt,905,950,0.7889502762,mixed\00046978.txt,mixed,00046978.txt,0
..\..\groundtruth\00046979.txt,..\..\Submissions\mixed\00046979.txt,877,965,0.771949829,mixed\00046979.txt,mixed,00046979.txt,0
..\..\groundtruth\00046980.txt,..\..\Submissions\mixed\00046980.txt,804,865,0.3208955224,mixed\00046980.txt,mixed,00046980.txt,0
..\..\groundtruth\00046981.txt,..\..\Submissions\mixed\00046981.txt,706,783,0.4730878187,mixed\00046981.txt,mixed,00046981.txt,0
..\..\groundtruth\00046982.txt,..\..\Submissions\mixed\00046982.txt,900,964,0.7811111111,mixed\00046982.txt,mixed,00046982.txt,0
..\..\groundtruth\00046983.txt,..\..\Submissions\mixed\00046983.txt,915,965,0.7945355191,mixed\00046983.txt,mixed,00046983.txt,0
..\..\groundtruth\00046984.txt,..\..\Submissions\mixed\00046984.txt,909,962,0.8217821782,mixed\00046984.txt,mixed,00046984.txt,0
..\..\groundtruth\00046985.txt,..\..\Submissions\mixed\00046985.txt,764,815,0.5837696335,mixed\00046985.txt,mixed,00046985.txt,0
..\..\groundtruth\00046986.txt,..\..\Submissions\mixed\00046986.txt,847,877,0.4722550177,mixed\00046986.txt,mixed,00046986.txt,0
..\..\groundtruth\00046987.txt,..\..\Submissions\mixed\00046987.txt,815,877,0.7349693252,mixed\00046987.txt,mixed,00046987.txt,0
..\..\groundtruth\00046988.txt,..\..\Submissions\mixed\00046988.txt,758,819,0.765171504,mixed\00046988.txt,mixed,00046988.txt,0
..\..\groundtruth\00046989.txt,..\..\Submissions\mixed\00046989.txt,756,813,0.4232804233,mixed\00046989.txt,mixed,00046989.txt,0
..\..\groundtruth\00046990.txt,..\..\Submissions\mixed\00046990.txt,839,889,0.7771156138,mixed\00046990.txt,mixed,00046990.txt,0
..\..\groundtruth\00046991.txt,..\..\Submissions\mixed\00046991.txt,924,980,0.8246753247,mixed\00046991.txt,mixed,00046991.txt,0
..\..\groundtruth\00046992.txt,..\..\Submissions\mixed\00046992.txt,783,838,0.7777777778,mixed\00046992.txt,mixed,00046992.txt,0
..\..\groundtruth\00046993.txt,..\..\Submissions\mixed\00046993.txt,531,567,0.418079096,mixed\00046993.txt,mixed,00046993.txt,0
..\..\groundtruth\00046994.txt,..\..\Submissions\mixed\00046994.txt,844,883,0.8092417062,mixed\00046994.txt,mixed,00046994.txt,0
..\..\groundtruth\00046995.txt,..\..\Submissions\mixed\00046995.txt,842,903,0.8016627078,mixed\00046995.txt,mixed,00046995.txt,0
..\..\groundtruth\00046996.txt,..\..\Submissions\mixed\00046996.txt,746,797,0.6581769437,mixed\00046996.txt,mixed,00046996.txt,0
..\..\groundtruth\00046997.txt,..\..\Submissions\mixed\00046997.txt,792,856,0.7992424242,mixed\00046997.txt,mixed,00046997.txt,0
..\..\groundtruth\00046998.txt,..\..\Submissions\mixed\00046998.txt,827,875,0.7787182588,mixed\00046998.txt,mixed,00046998.txt,0
..\..\groundtruth\00046999.txt,..\..\Submissions\mixed\00046999.txt,857,923,0.7934655776,mixed\00046999.txt,mixed,00046999.txt,0
..\..\groundtruth\00047000.txt,..\..\Submissions\mixed\00047000.txt,880,952,0.8227272727,mixed\00047000.txt,mixed,00047000.txt,0
..\..\groundtruth\00047001.txt,..\..\Submissions\mixed\00047001.txt,490,534,0.3714285714,mixed\00047001.txt,mixed,00047001.txt,0
..\..\groundtruth\00047002.txt,..\..\Submissions\mixed\00047002.txt,230,249,0.07826086957,mixed\00047002.txt,mixed,00047002.txt,0
..\..\groundtruth\00310010.txt,..\..\Submissions\mixed\00310010.txt,813,898,0.2976629766,mixed\00310010.txt,mixed,00310010.txt,0
..\..\groundtruth\00451868.txt,..\..\Submissions\mixed\00451868.txt,360,422,0.04722222222,mixed\00451868.txt,mixed,00451868.txt,0
..\..\groundtruth\00451869.txt,..\..\Submissions\mixed\00451869.txt,78,79,0.02564102564,mixed\00451869.txt,mixed,00451869.txt,0
..\..\groundtruth\00451870.txt,..\..\Submissions\mixed\00451870.txt,305,447,0,mixed\00451870.txt,mixed,00451870.txt,0
..\..\groundtruth\00451871.txt,..\..\Submissions\mixed\00451871.txt,1313,1415,0.8187357197,mixed\00451871.txt,mixed,00451871.txt,0
..\..\groundtruth\00451872.txt,..\..\Submissions\mixed\00451872.txt,1314,1369,0.8630136986,mixed\00451872.txt,mixed,00451872.txt,0
..\..\groundtruth\00451873.txt,..\..\Submissions\mixed\00451873.txt,1267,1314,0.8539857932,mixed\00451873.txt,mixed,00451873.txt,0
..\..\groundtruth\00451874.txt,..\..\Submissions\mixed\00451874.txt,1274,1327,0.8610675039,mixed\00451874.txt,mixed,00451874.txt,0
..\..\groundtruth\00451875.txt,..\..\Submissions\mixed\00451875.txt,346,365,0.7514450867,mixed\00451875.txt,mixed,00451875.txt,0
..\..\groundtruth\00451876.txt,..\..\Submissions\mixed\00451876.txt,828,891,0.8043478261,mixed\00451876.txt,mixed,00451876.txt,0
..\..\groundtruth\00451877.txt,..\..\Submissions\mixed\00451877.txt,1546,1599,0.8699870634,mixed\00451877.txt,mixed,00451877.txt,0
..\..\groundtruth\00451878.txt,..\..\Submissions\mixed\00451878.txt,1529,1563,0.8953564421,mixed\00451878.txt,mixed,00451878.txt,0
..\..\groundtruth\00451879.txt,..\..\Submissions\mixed\00451879.txt,1546,1596,0.873221216,mixed\00451879.txt,mixed,00451879.txt,0
..\..\groundtruth\00451880.txt,..\..\Submissions\mixed\00451880.txt,1543,1580,0.870382372,mixed\00451880.txt,mixed,00451880.txt,0
..\..\groundtruth\00451881.txt,..\..\Submissions\mixed\00451881.txt,1567,1600,0.8742820676,mixed\00451881.txt,mixed,00451881.txt,0
..\..\groundtruth\00451882.txt,..\..\Submissions\mixed\00451882.txt,1547,1592,0.8791208791,mixed\00451882.txt,mixed,00451882.txt,0
..\..\groundtruth\00451883.txt,..\..\Submissions\mixed\00451883.txt,1365,1401,0.4512820513,mixed\00451883.txt,mixed,00451883.txt,0
..\..\groundtruth\00451884.txt,..\..\Submissions\mixed\00451884.txt,1523,1521,0.7458962574,mixed\00451884.txt,mixed,00451884.txt,0
..\..\groundtruth\00451885.txt,..\..\Submissions\mixed\00451885.txt,1733,1747,0.5781881131,mixed\00451885.txt,mixed,00451885.txt,0
..\..\groundtruth\00451886.txt,..\..\Submissions\mixed\00451886.txt,1537,1532,0.7521145088,mixed\00451886.txt,mixed,00451886.txt,0
..\..\groundtruth\00451887.txt,..\..\Submissions\mixed\00451887.txt,1664,1551,0.6346153846,mixed\00451887.txt,mixed,00451887.txt,0
..\..\groundtruth\00451888.txt,..\..\Submissions\mixed\00451888.txt,1938,1974,0.350877193,mixed\00451888.txt,mixed,00451888.txt,0
..\..\groundtruth\00451889.txt,..\..\Submissions\mixed\00451889.txt,1822,1886,0.8452250274,mixed\00451889.txt,mixed,00451889.txt,0
..\..\groundtruth\00451890.txt,..\..\Submissions\mixed\00451890.txt,2336,2404,0.2508561644,mixed\00451890.txt,mixed,00451890.txt,0
..\..\groundtruth\00451891.txt,..\..\Submissions\mixed\00451891.txt,1388,1425,0.8443804035,mixed\00451891.txt,mixed,00451891.txt,0
..\..\groundtruth\00451892.txt,..\..\Submissions\mixed\00451892.txt,1569,1519,0.21861058,mixed\00451892.txt,mixed,00451892.txt,0
..\..\groundtruth\00451893.txt,..\..\Submissions\mixed\00451893.txt,1975,2039,0.4,mixed\00451893.txt,mixed,00451893.txt,0
..\..\groundtruth\00451894.txt,..\..\Submissions\mixed\00451894.txt,1886,1915,0.2279957582,mixed\00451894.txt,mixed,00451894.txt,0
..\..\groundtruth\00451895.txt,..\..\Submissions\mixed\00451895.txt,1618,1642,0.5933250927,mixed\00451895.txt,mixed,00451895.txt,0
..\..\groundtruth\00451896.txt,..\..\Submissions\mixed\00451896.txt,1589,1564,0.6375078666,mixed\00451896.txt,mixed,00451896.txt,0
..\..\groundtruth\00451897.txt,..\..\Submissions\mixed\00451897.txt,1406,1406,0.8300142248,mixed\00451897.txt,mixed,00451897.txt,0
..\..\groundtruth\00451898.txt,..\..\Submissions\mixed\00451898.txt,1846,1875,0.4154929577,mixed\00451898.txt,mixed,00451898.txt,0
..\..\groundtruth\00451899.txt,..\..\Submissions\mixed\00451899.txt,1920,1868,0.3614583333,mixed\00451899.txt,mixed,00451899.txt,0
..\..\groundtruth\00451900.txt,..\..\Submissions\mixed\00451900.txt,2022,1999,0.4010880317,mixed\00451900.txt,mixed,00451900.txt,0
..\..\groundtruth\00451901.txt,..\..\Submissions\mixed\00451901.txt,1753,1880,0.4466628637,mixed\00451901.txt,mixed,00451901.txt,0
..\..\groundtruth\00451902.txt,..\..\Submissions\mixed\00451902.txt,1783,1805,0.4789680314,mixed\00451902.txt,mixed,00451902.txt,0
..\..\groundtruth\00451903.txt,..\..\Submissions\mixed\00451903.txt,1490,1457,0.7241610738,mixed\00451903.txt,mixed,00451903.txt,0
..\..\groundtruth\00451904.txt,..\..\Submissions\mixed\00451904.txt,2174,2215,0.3417663293,mixed\00451904.txt,mixed,00451904.txt,0
..\..\groundtruth\00451905.txt,..\..\Submissions\mixed\00451905.txt,2012,2102,0.8499005964,mixed\00451905.txt,mixed,00451905.txt,0
..\..\groundtruth\00451906.txt,..\..\Submissions\mixed\00451906.txt,1283,1380,0.8191738114,mixed\00451906.txt,mixed,00451906.txt,#N/A
..\..\groundtruth\00451907.txt,..\..\Submissions\mixed\00451907.txt,2017,2097,0.8626673277,mixed\00451907.txt,mixed,00451907.txt,#N/A
..\..\groundtruth\00451908.txt,..\..\Submissions\mixed\00451908.txt,1712,1738,0.2856308411,mixed\00451908.txt,mixed,00451908.txt,#N/A
..\..\groundtruth\00451909.txt,..\..\Submissions\mixed\00451909.txt,1864,1814,0.4061158798,mixed\00451909.txt,mixed,00451909.txt,#N/A
..\..\groundtruth\00451910.txt,..\..\Submissions\mixed\00451910.txt,1316,1361,0.8814589666,mixed\00451910.txt,mixed,00451910.txt,#N/A
..\..\groundtruth\00451911.txt,..\..\Submissions\mixed\00451911.txt,1768,1738,0.5446832579,mixed\00451911.txt,mixed,00451911.txt,#N/A
..\..\groundtruth\00451912.txt,..\..\Submissions\mixed\00451912.txt,1696,1686,0.514740566,mixed\00451912.txt,mixed,00451912.txt,#N/A
..\..\groundtruth\00451913.txt,..\..\Submissions\mixed\00451913.txt,2061,2110,0.3202328967,mixed\00451913.txt,mixed,00451913.txt,#N/A
..\..\groundtruth\00451914.txt,..\..\Submissions\mixed\00451914.txt,1530,1589,0.5777777778,mixed\00451914.txt,mixed,00451914.txt,#N/A
..\..\groundtruth\00451915.txt,..\..\Submissions\mixed\00451915.txt,1770,1753,0.4728813559,mixed\00451915.txt,mixed,00451915.txt,#N/A
..\..\groundtruth\00451916.txt,..\..\Submissions\mixed\00451916.txt,1966,2038,0.2477110885,mixed\00451916.txt,mixed,00451916.txt,#N/A
..\..\groundtruth\00451917.txt,..\..\Submissions\mixed\00451917.txt,1969,1964,0.4545454545,mixed\00451917.txt,mixed,00451917.txt,#N/A
..\..\groundtruth\00451918.txt,..\..\Submissions\mixed\00451918.txt,1603,1551,0.6369307548,mixed\00451918.txt,mixed,00451918.txt,#N/A
..\..\groundtruth\00451919.txt,..\..\Submissions\mixed\00451919.txt,1318,1387,0.8308042489,mixed\00451919.txt,mixed,00451919.txt,#N/A
..\..\groundtruth\00451920.txt,..\..\Submissions\mixed\00451920.txt,1336,1383,0.8502994012,mixed\00451920.txt,mixed,00451920.txt,#N/A
..\..\groundtruth\00451921.txt,..\..\Submissions\mixed\00451921.txt,1983,2060,0.837619768,mixed\00451921.txt,mixed,00451921.txt,#N/A
..\..\groundtruth\00451922.txt,..\..\Submissions\mixed\00451922.txt,731,817,0.7045143639,mixed\00451922.txt,mixed,00451922.txt,#N/A
..\..\groundtruth\00451923.txt,..\..\Submissions\mixed\00451923.txt,1034,1092,0.5164410058,mixed\00451923.txt,mixed,00451923.txt,#N/A
..\..\groundtruth\00451924.txt,..\..\Submissions\mixed\00451924.txt,568,580,0.4753521127,mixed\00451924.txt,mixed,00451924.txt,#N/A
..\..\groundtruth\00451925.txt,..\..\Submissions\mixed\00451925.txt,560,693,0.5785714286,mixed\00451925.txt,mixed,00451925.txt,#N/A
..\..\groundtruth\00451926.txt,..\..\Submissions\mixed\00451926.txt,1435,1474,0.8738675958,mixed\00451926.txt,mixed,00451926.txt,#N/A
..\..\groundtruth\00451927.txt,..\..\Submissions\mixed\00451927.txt,1468,1491,0.8528610354,mixed\00451927.txt,mixed,00451927.txt,#N/A
..\..\groundtruth\00451928.txt,..\..\Submissions\mixed\00451928.txt,1431,1472,0.8756114605,mixed\00451928.txt,mixed,00451928.txt,#N/A
..\..\groundtruth\00451929.txt,..\..\Submissions\mixed\00451929.txt,1192,1238,0.8305369128,mixed\00451929.txt,mixed,00451929.txt,#N/A
..\..\groundtruth\00451930.txt,..\..\Submissions\mixed\00451930.txt,1403,1454,0.863150392,mixed\00451930.txt,mixed,00451930.txt,#N/A
..\..\groundtruth\00451931.txt,..\..\Submissions\mixed\00451931.txt,1456,1494,0.6696428571,mixed\00451931.txt,mixed,00451931.txt,#N/A
..\..\groundtruth\00451932.txt,..\..\Submissions\mixed\00451932.txt,1504,1546,0.866356383,mixed\00451932.txt,mixed,00451932.txt,#N/A
..\..\groundtruth\00451933.txt,..\..\Submissions\mixed\00451933.txt,1477,1514,0.8862559242,mixed\00451933.txt,mixed,00451933.txt,#N/A
..\..\groundtruth\00451934.txt,..\..\Submissions\mixed\00451934.txt,1508,1501,0.8561007958,mixed\00451934.txt,mixed,00451934.txt,#N/A
..\..\groundtruth\00451935.txt,..\..\Submissions\mixed\00451935.txt,1439,1479,0.8658790827,mixed\00451935.txt,mixed,00451935.txt,#N/A
..\..\groundtruth\00451936.txt,..\..\Submissions\mixed\00451936.txt,1235,1258,0.7692307692,mixed\00451936.txt,mixed,00451936.txt,#N/A
..\..\groundtruth\00451937.txt,..\..\Submissions\mixed\00451937.txt,1513,1542,0.8618638467,mixed\00451937.txt,mixed,00451937.txt,#N/A
..\..\groundtruth\00451938.txt,..\..\Submissions\mixed\00451938.txt,1468,1512,0.8726158038,mixed\00451938.txt,mixed,00451938.txt,#N/A
..\..\groundtruth\00451939.txt,..\..\Submissions\mixed\00451939.txt,1464,1511,0.8722677596,mixed\00451939.txt,mixed,00451939.txt,#N/A
..\..\groundtruth\00451940.txt,..\..\Submissions\mixed\00451940.txt,1463,1498,0.8844839371,mixed\00451940.txt,mixed,00451940.txt,#N/A
..\..\groundtruth\00451941.txt,..\..\Submissions\mixed\00451941.txt,1512,1534,0.8571428571,mixed\00451941.txt,mixed,00451941.txt,#N/A
..\..\groundtruth\00451942.txt,..\..\Submissions\mixed\00451942.txt,1473,1528,0.8676171079,mixed\00451942.txt,mixed,00451942.txt,#N/A
..\..\groundtruth\00451943.txt,..\..\Submissions\mixed\00451943.txt,1451,1492,0.8125430737,mixed\00451943.txt,mixed,00451943.txt,#N/A
..\..\groundtruth\00451944.txt,..\..\Submissions\mixed\00451944.txt,1481,1557,0.8419986496,mixed\00451944.txt,mixed,00451944.txt,#N/A
..\..\groundtruth\00451945.txt,..\..\Submissions\mixed\00451945.txt,1490,1542,0.8630872483,mixed\00451945.txt,mixed,00451945.txt,#N/A
..\..\groundtruth\00451946.txt,..\..\Submissions\mixed\00451946.txt,1450,1509,0.7813793103,mixed\00451946.txt,mixed,00451946.txt,#N/A
..\..\groundtruth\00451947.txt,..\..\Submissions\mixed\00451947.txt,1281,1342,0.818891491,mixed\00451947.txt,mixed,00451947.txt,#N/A
..\..\groundtruth\00451948.txt,..\..\Submissions\mixed\00451948.txt,1204,1249,0.6760797342,mixed\00451948.txt,mixed,00451948.txt,#N/A
..\..\groundtruth\00451949.txt,..\..\Submissions\mixed\00451949.txt,1488,1528,0.7916666667,mixed\00451949.txt,mixed,00451949.txt,#N/A
..\..\groundtruth\00451950.txt,..\..\Submissions\mixed\00451950.txt,1446,1510,0.8409405256,mixed\00451950.txt,mixed,00451950.txt,#N/A
..\..\groundtruth\00451951.txt,..\..\Submissions\mixed\00451951.txt,1550,1585,0.4451612903,mixed\00451951.txt,mixed,00451951.txt,#N/A
..\..\groundtruth\00451952.txt,..\..\Submissions\mixed\00451952.txt,1501,1549,0.871419054,mixed\00451952.txt,mixed,00451952.txt,#N/A
..\..\groundtruth\00451953.txt,..\..\Submissions\mixed\00451953.txt,1444,1486,0.8621883657,mixed\00451953.txt,mixed,00451953.txt,#N/A
..\..\groundtruth\00451954.txt,..\..\Submissions\mixed\00451954.txt,1409,1487,0.8608942512,mixed\00451954.txt,mixed,00451954.txt,#N/A
..\..\groundtruth\00451955.txt,..\..\Submissions\mixed\00451955.txt,1474,1519,0.8717774763,mixed\00451955.txt,mixed,00451955.txt,#N/A
..\..\groundtruth\00451956.txt,..\..\Submissions\mixed\00451956.txt,1513,1577,0.8248512888,mixed\00451956.txt,mixed,00451956.txt,#N/A
..\..\groundtruth\00451957.txt,..\..\Submissions\mixed\00451957.txt,1433,1482,0.8625261689,mixed\00451957.txt,mixed,00451957.txt,#N/A
..\..\groundtruth\00451958.txt,..\..\Submissions\mixed\00451958.txt,1444,1499,0.8691135734,mixed\00451958.txt,mixed,00451958.txt,#N/A
..\..\groundtruth\00451959.txt,..\..\Submissions\mixed\00451959.txt,1466,1533,0.8512960437,mixed\00451959.txt,mixed,00451959.txt,#N/A
..\..\groundtruth\00451960.txt,..\..\Submissions\mixed\00451960.txt,1475,1523,0.8705084746,mixed\00451960.txt,mixed,00451960.txt,#N/A
..\..\groundtruth\00451961.txt,..\..\Submissions\mixed\00451961.txt,1169,1217,0.8383233533,mixed\00451961.txt,mixed,00451961.txt,#N/A
..\..\groundtruth\00451962.txt,..\..\Submissions\mixed\00451962.txt,1453,1530,0.8472126635,mixed\00451962.txt,mixed,00451962.txt,#N/A
..\..\groundtruth\00451963.txt,..\..\Submissions\mixed\00451963.txt,1463,1503,0.8920027341,mixed\00451963.txt,mixed,00451963.txt,#N/A
..\..\groundtruth\00451964.txt,..\..\Submissions\mixed\00451964.txt,1456,1514,0.8708791209,mixed\00451964.txt,mixed,00451964.txt,#N/A
..\..\groundtruth\00451965.txt,..\..\Submissions\mixed\00451965.txt,1458,1512,0.8347050754,mixed\00451965.txt,mixed,00451965.txt,#N/A
..\..\groundtruth\00451966.txt,..\..\Submissions\mixed\00451966.txt,1516,1541,0.8812664908,mixed\00451966.txt,mixed,00451966.txt,#N/A
..\..\groundtruth\00451967.txt,..\..\Submissions\mixed\00451967.txt,1491,1519,0.8631790744,mixed\00451967.txt,mixed,00451967.txt,#N/A
..\..\groundtruth\00525435.txt,..\..\Submissions\mixed\00525435.txt,1225,1375,0.4930612245,mixed\00525435.txt,mixed,00525435.txt,#N/A
..\..\groundtruth\00525436.txt,..\..\Submissions\mixed\00525436.txt,1532,1589,0.8962140992,mixed\00525436.txt,mixed,00525436.txt,#N/A
..\..\groundtruth\00525437.txt,..\..\Submissions\mixed\00525437.txt,1545,1590,0.8951456311,mixed\00525437.txt,mixed,00525437.txt,#N/A
..\..\groundtruth\00525438.txt,..\..\Submissions\mixed\00525438.txt,909,958,0.8635863586,mixed\00525438.txt,mixed,00525438.txt,#N/A
..\..\groundtruth\00525439.txt,..\..\Submissions\mixed\00525439.txt,1017,1119,0.7885939036,mixed\00525439.txt,mixed,00525439.txt,#N/A
